entry,glucose,lb,glycerol + aa,acetate,fumarate,glucosamine,glycerol,pyruvate,chemostat µ=0.5,chemostat µ=0.35,chemostat µ=0.20,chemostat µ=0.12,stationary phase 1 day,stationary phase 3 days,osmotic-stress glucose,42°c glucose,ph6 glucose,xylose,mannose,galactose ,succinate,fructose
P0AAV6,57.52,34.42,119.04,12.47,6.36,20.43,20.87,20.11,29.89,12.11,10.13,8.66,15.7,16.83,28.62,120.93,64.15,125.3,16.13,6.65,29.17,31.59
P58094,,,,,,,,,,,,,,,,,,,,,,
A5A614,,,,,,,,,,,,,,,,,,,,,,
P64463,44.02,16.22,53.57,17.38,26.63,14.9,10.78,3.91,14.69,7.79,12.97,37.95,39.52,61.91,27.42,27.67,17.72,18.97,47.79,3.87,20.45,42.08
P64476,26.39,19.5,12.77,18.23,10.33,12.21,8.67,14.52,31.84,5.14,8.68,21.46,12.33,6.33,13.48,74.93,11.61,15.03,7.88,4.28,18.18,14.53
P64479,84.94,17.23,36.61,20.66,68.2,63.52,38.18,6.85,33.23,12.64,9.49,5.81,136.34,120.51,41.21,81.16,47.22,56.29,25.64,38.25,29.2,24.08
P46887,,,,,,,,,,,,,,,,,,,,,,
P76471,,,,,,,,,,,,,,,,,,,,,,
P65292,50.3,15.54,3.83,7.45,5.81,7.93,7.08,13.35,19.33,12.41,6.37,6.45,13.67,14.63,10.33,18.17,6.87,3.63,10.7,9.67,27.66,13.47
P64614,,,,,,,,,,,,,,,,,,,,,,
P0ADX5,26.7,21.94,47.07,42.73,54.1,58.6,22.46,54.54,24.4,43.42,23.4,65.69,5.58,15.63,64.29,78.96,39.7,39.01,44.88,22.8,57.48,50.52
P37615,8.67,3.13,43,8.31,13.61,3.47,2.84,16.49,4.24,4.26,2.64,11.09,48.79,46.5,24.91,11.53,33,22.08,9.41,32.2,16.77,10.24
Q2M7R5,12.46,21.04,18.92,23.86,39.01,23.87,23.33,29.77,21.94,12.96,8.71,10.37,19.6,18.37,15.1,5.5,23.61,32.35,10.52,25.77,8.45,13.29
P18390,25.72,10.49,56.25,1.24,12.83,11.88,3.25,12.93,7.38,22.34,16.5,19,65.11,62.31,19.92,52.33,4.84,33.36,5.97,6.6,8.28,17.3
P64448,10.21,9.46,42.56,9.4,14.53,19.52,9.16,30.08,16.1,6.93,7.4,16.8,28.07,14.9,17.38,50.66,18.69,6.34,20.88,19.7,11.46,27.65
P76227,,,,,,,,,,,,,,,,,,,,,,
A5A621,,,,,,,,,,,,,,,,,,,,,,
P45795,,,,,,,,,,,,,,,,,,,,,,
P21361,55.46,15.22,33.58,8.43,23.86,31.82,10.76,18.24,33.95,20.92,14.3,12.02,9.07,23.95,16.71,43.29,34.6,8.03,15.07,16.33,27.87,6.86
P23477,5.97,7.34,9.16,2.61,10.85,13.08,3.96,9.25,16.8,14.44,15.1,36.06,11.49,2.59,22.15,11.49,10.62,22.58,15.67,12.89,17,7.22
P76445,96.58,31.56,53.49,30.91,63.69,148.59,78.19,52.93,66.39,7.75,53.95,26.08,16.25,21.96,59.14,8.07,36.65,8.57,23.24,38.86,30.56,25.1
P0A6W0,,,,,,,,,,,,,,,,,,,,,,
P0ACC1,,,,,,,,,,,,,,,,,,,,,,
P00892,45.12,17.51,29.77,19.34,12.01,12.87,7.21,43.61,12.1,10.02,14.88,13.61,77.06,52.19,26.22,19.64,15.27,15.3,21.94,10.88,17.94,2.91
B8LFD5,27.87,7.49,8.6,6.12,12.86,16.01,18.5,3.54,8.03,3.47,39.26,30.19,60.16,44.82,32.67,60.24,27.74,21.71,6.93,10.4,24.16,4.38
P45532,,,,,,,,,,,,,,,,,,,,,,
P0AB18,,,,,,,,,,,,,,,,,,,,,,
P56258,29.24,19.11,14.1,15.52,14.36,19.4,16.46,25.99,6.5,11.73,10.04,5.1,111.68,31.17,44.45,77.78,6.46,12.91,12.25,16.83,11.22,5.19
P27836,,,,,,,,,,,,,,,,,,,,,,
P0AFU4,,,,,,,,,,,,,,,,,,,,,,
P64423,48.18,11.35,9.21,15.26,1.87,12.59,16.43,50.91,9.91,8.96,22.2,4.48,3.37,2.49,8.54,21.67,14.02,14.75,10.62,27.99,25.84,3.31
P24177,123.77,37.56,161.32,29.83,88.29,107.42,55.76,28.98,61.78,30.38,83.38,57.27,0.98,171.74,112.72,104.67,162.01,35.27,172.37,22.39,50.38,65.44
P0AE14,62.14,14.24,38.49,6.12,59.74,69.36,22.53,17.51,34.52,39.97,16.21,24.94,171.59,40.94,109.98,96.89,104.1,141.97,44.81,21.26,58.38,101.74
P76398,167.23,160.87,155.36,96.68,35.49,12.03,29.85,77.01,25.38,51.93,41.66,44.41,124.64,102.23,0.73,171.5,162.18,96.96,88,1.26,121.24,82.99
P37637,56.2,101.16,92.41,104.42,35.31,55.64,18.31,44.44,50.74,72.17,42.17,16.1,4.92,17.69,101.54,86.3,3.45,55.86,45.13,49.26,34.5,71.9
P0AAA9,93.75,76.4,87.04,0.3,0.3,84.69,1.62,122.47,0.2,0.81,0.18,0.47,170.47,86.26,0.22,171.43,0.37,117.23,1.62,0.9,88.68,110.64
P33647,38.66,21.31,31.93,10.14,14.76,17.8,6.68,19.38,18.41,22.82,8.41,12.95,17.46,19.13,11.81,23.06,15.19,14.15,17.76,6.63,26.65,18.93
P0AFX7,74.71,52.71,6.76,47.69,6.18,39.98,21.5,24.94,16.81,13.66,12.95,23.57,59.37,61.99,95.81,92.23,32.02,27.93,21.68,27.56,31.66,5.77
P18392,32.16,6.42,3.24,7.68,22.14,7.07,42.35,12.21,42.85,19.19,14.08,11.11,95.65,124.7,31.19,64.8,85.31,25.53,22.33,51,19.7,16.33
P76502,29.67,15.22,5.43,23.61,15.95,20.55,16.71,12.95,20.24,14.54,37.88,17.5,19.21,6.61,17.06,69.99,12.24,16.96,9.64,9.05,6.97,20.54
P41039,53.49,28.76,11.96,98.12,12.78,83.67,103.09,71.75,105.42,170.8,85.9,161.92,74.85,87.11,19.51,92.48,39.27,54.67,1.4,87.93,102.25,1.46
P0AD14,125.1,147.45,64.53,90.31,87.59,171.44,86.21,70.34,51.57,6.71,86.81,28.92,2.37,0.56,0.51,87.18,83.39,88.15,131.6,107.84,58.78,171.28
P08365,,,,,,,,,,,,,,,,,,,,,,
P14376,63.02,87.53,48.98,58.53,90.24,86.92,41.92,77.85,43.34,49.36,26.64,75.16,92.66,111.21,104.89,168.27,170.75,83.36,0.68,165.97,160.99,158.8
P76446,59.49,111.15,80.96,96.87,49.78,8.58,74.89,71.03,7.25,22.86,12.69,24.27,40.25,159.53,90.65,117.34,105.9,65.57,59.92,36.72,19.27,66.25
P08368,12.82,16.48,32.4,15.14,17.61,20.44,16.38,38.08,13.53,25.89,20.14,24.2,84.96,124.48,164.62,130.65,51.59,125.4,154.92,151.23,52.24,17.1
P0AFJ5,59.53,40.34,30.78,19.98,28.85,38.15,27.95,11.81,21.32,79.74,29.87,40.21,76.76,56.05,17.1,129.26,21.56,32.01,72.11,24.18,80.57,21.8
P77302,36.17,28.8,32.12,7.04,17.87,15.78,44.34,44.4,17.06,13.21,25.9,20.65,30,87.42,54.82,47.68,40.46,22.15,14.01,16.97,30.86,12.96
P31129,84.86,48.38,88.12,7.65,71.38,142.2,36.02,50.72,44.96,41.4,88.21,141.03,51.52,114.84,73.34,115.61,86.51,111.98,134.44,76.06,75.37,94.7
P76237,76.28,70.34,21.01,27.44,60.73,56.34,26.52,53.99,18.03,11.65,44.73,21.21,86.51,87.1,96.9,90.64,69.73,108.96,42.11,60.09,130.83,159.64
P76245,,,,,,,,,,,,,,,,,,,,,,
P23842,42.02,13.13,43.43,7.16,35.89,9.37,23.3,51.98,39.28,23.79,5.09,13.28,56.67,51.85,56.61,89.75,78.98,49.84,65.94,82.27,57.86,97.56
P32677,,,,,,,,,,,,,,,,,,,,,,
P52106,,,,,,,,,,,,,,,,,,,,,,
P0A8V0,8.96,3.07,16.39,10.45,14.12,5.37,6.18,26.05,5.45,10.89,25.91,23.6,20.39,59.32,5.88,7.77,6.81,28.35,19.41,25.13,11.99,10.49
P0A8H8,10.95,33.17,47.24,24.64,17.89,17.1,11.18,21.49,8.23,5.97,63.84,48.58,62.7,68.27,38.98,90.62,81.14,35.15,81.13,76.97,71.7,17.68
P0AA97,58.71,23.05,25.47,20.47,40.21,37.88,39.78,35.25,58.17,50.17,49.32,70.35,88.78,1.19,90.79,144.9,73.6,79.85,54.73,42.14,72.93,76.54
P0A8D3,15.05,5.26,10.65,17.12,4.5,5.79,9.56,10.13,13.67,8.46,4.6,22.31,8.36,20.69,15.29,12.51,23.67,4.85,11.89,24.46,3.13,8.38
P51024,26.36,15.79,7.61,12.83,12.54,7.29,37.01,17.2,27.23,11.87,24.6,26.85,85.13,65.51,18.49,26.12,9.24,25.13,12.62,23.88,9.59,11.13
P0AAS9,37.39,76.02,10.9,79.93,85.14,154.83,47.39,164.57,72.96,26.87,125.71,130.4,72.71,130.03,158.74,128.42,69.58,93.04,168.19,60.4,159.92,86.63
P24252,0.09,0.69,0.95,0.35,0.71,157.25,1.62,0.49,1.02,1.16,0.64,0.55,0.38,15.2,97.99,169.72,87.34,88.78,0.72,1.29,0.74,0.94
P75767,86.81,86.9,26.12,31.15,29.05,88.82,13.75,18.64,17.55,7.58,14.16,20.02,109.46,32.64,25.01,26.63,14.63,17.37,68.47,24.53,105.69,172.2
P0A8C1,19.78,2.14,9.76,8.29,0.84,14.93,11.83,82.34,7.43,4.17,10,3.85,4.11,4.31,25.16,16.77,26.01,7.43,8.02,5.42,24.46,11.41
P75839,118.68,24.18,29.58,18.97,11.68,14.46,20.23,38.95,17.94,17.29,20.63,7.27,42.37,60.1,45.92,20.13,46.4,14.09,32.23,29.94,22.51,35.55
P37052,18.41,14.39,61.28,15.4,38.85,34.21,22.89,7.2,22.03,16.53,51.56,41.64,65.79,78.39,88.27,17.53,17.81,23.84,26.77,6.96,18.63,26.03
P0ACV4,69.93,78.25,15.09,29.65,9.96,19.9,12.48,22.68,4.79,1.28,20.1,15.18,86.79,15.71,18.7,6.71,19.41,2.96,14.03,8.75,13.35,9.83
P0A8R7,35.2,25.68,4.63,13.7,4.95,4.89,7.46,32.69,12.94,10.18,5.2,9.32,121.92,9.69,9.36,22.82,33.79,17.85,23.13,32.82,41.22,9.42
P76076,1.12,18.53,14.51,24.36,21.17,79.2,11.94,5.27,27.95,83.35,29.94,10.12,54.76,44.38,55.4,15.13,19.58,29.33,17.31,57.76,27.75,56.41
P76231,6.33,9.18,5.1,15.77,6.94,18.89,1.17,14.13,9.35,11.72,65.4,31.31,36.41,17.14,4.68,55.72,8.95,8.29,19.43,14.73,11.48,79.27
P37348,46.53,81.92,36.13,4.22,29.46,42.98,45.67,46.4,49.33,34.41,48.71,91.85,70.42,11.58,150.07,44.84,73.12,49.19,49.27,40.61,61.04,70.2
P76318,31.52,49.47,41.71,91.38,43.51,51.61,89.96,73.49,40.75,87.36,8.51,93.48,7.38,42.02,29.86,53.53,81.2,87.07,35.78,96.28,76.23,55.97
P0AD24,14.12,5.93,10.42,8.27,17.26,13.22,11.08,12.77,10.07,23.47,3.87,9.7,88.1,7.1,14.55,5.92,8.55,7.19,15.89,10.19,9.64,14.72
P33644,8.2,7.45,13.04,38.78,28.02,21.26,2.84,18.92,8.33,8.67,3.26,4.13,98.57,41.92,37.21,35.9,15.94,8.54,5.49,21.18,22.21,11.26
P52060,15.29,10,23.26,13.81,15.06,10.7,31.66,28.27,16.09,4.36,15.59,36.34,39.29,21.91,28.41,43.01,22.55,15.33,27.65,26.58,3.18,29.17
P67624,0.86,0.61,1.67,7.18,2.31,0.48,0.92,0.13,1.05,1.22,0.44,0.75,0.45,27.53,173.02,82.81,0.6,0.27,1.19,1.37,1.69,0.75
P23305,14.77,4.25,143.91,12.95,14.98,16.86,3.04,8.46,7.63,23.39,16.76,14.34,160.48,76.6,27.18,146.53,10.23,21.38,5.22,17.31,18.41,7.49
P0ADB7,85.4,5.35,14.19,15.97,9.8,1.64,11.23,5.03,17.88,11.22,11.83,9.71,13.96,10.65,11.59,15.22,11.84,14.22,13.91,5.21,25.24,15.4
P67697,61.6,5.23,64.02,16.64,27.84,15.11,10.85,21.64,33.56,10.69,14.69,6.05,58.33,6,15.96,14.38,14.8,10.65,17.41,6.18,16.9,2.87
P0AB20,,,,,,,,,,,,,,,,,,,,,,
P0ADV9,9.4,7.77,30.26,26.28,21.42,23.65,8.46,48.33,18.76,14.01,27.76,5.85,7.09,18.97,26.81,51.19,38,18.21,16.39,22.45,41.41,6.48
P0A8N0,8.81,12.51,42.44,46.91,17.59,4.61,22.93,40.23,16.9,19.85,41.44,25.79,41.41,13.3,35.58,90.6,49.19,21.41,32.83,59.76,15.09,36.44
P77182,22.78,3.12,26.54,46.97,35.66,22.21,21.76,22.56,25.64,11.63,95.79,71.2,76.07,48.39,77.39,23.01,58.2,12.49,88.78,8.64,19.7,53.98
P76079,162.59,111.32,105.83,97.19,47.76,115.48,66.07,85.96,40.36,154.36,68.08,50.16,85.96,115.99,90.17,172.22,115.16,170.1,122.41,147.02,87.11,162.65
P60782,164.41,120.72,147.17,136.46,63.7,52.19,27.23,42.12,18.3,30.92,26.82,13.5,20.76,81.24,51.34,44.79,30.76,89.07,16.53,41.84,31.69,5.11
P0AG71,33.24,64.43,80.6,31.21,21.81,79.11,34.62,61.61,6.64,14.2,14.99,11.53,108.1,17.48,56.46,71.84,75.56,103.37,9.52,81.91,23.13,33.54
P18393,19.68,34.04,11.78,19.96,6.84,24.66,45.91,11.84,24.23,37.91,21.5,57.91,70.23,35.14,13.47,97.71,45.91,23.43,92.11,47.95,73.48,31.14
P0AB35,,,,,,,,,,,,,,,,,,,,,,
P77433,25.93,48.43,121.94,48.76,54.76,85.64,25.42,7.17,141.71,77.14,87.95,159.2,89.58,66.48,105.32,161.43,168.07,113.56,69.46,106.15,66.41,121.39
P42626,2.73,12.44,40.22,87.91,37.72,33.18,45.27,25.16,11.92,15.01,49.69,34.55,155.9,29.61,27.68,74.2,51.55,39.08,11.66,69.74,78.87,31.77
P46474,28.41,5.46,27.11,44.03,10.47,25.5,33.37,91.57,5.19,22.8,24.09,37.44,76.04,94.02,28.69,59.08,36.32,16.74,11.08,27.63,53.44,57.69
P0AF59,,,,,,,,,,,,,,,,,,,,,,
P64517,,,,,,,,,,,,,,,,,,,,,,
P0AD40,3.24,5.52,7.95,20.83,5.16,18.11,14.68,23.79,24.66,10.63,39.74,31.3,101.73,35.79,50.68,105.11,36.46,25.22,9.58,4.95,32.46,9.14
P39321,22.04,28.3,19.93,9.28,14.68,14.29,7.13,28.25,13.7,18.49,20.93,19.22,12.79,39.02,33.06,25.46,16.18,14.58,10.51,44.5,19.46,5.89
P27250,154.21,91.41,156.04,35.7,124.72,20.29,100.23,91.16,69.49,25.45,87.44,123.2,75.02,147.08,135.98,74.51,44.61,166.5,120.83,117.86,73.73,160.54
P0AFP4,12.08,4.97,26.23,8.73,4.67,10.54,11.35,22.58,8.77,14.2,16.29,8.28,26.62,7.03,28.49,10.91,14.29,10.99,10.87,23.71,5.5,65.92
P0AF52,22.56,31.43,22.41,49.07,18.06,26.49,27.88,24.68,19.2,13.59,22.96,12.88,56.08,24.67,25.23,28.96,47.13,43.24,22.57,37.67,6.67,42.36
P0AEH3,22.4,0.8,7.71,8.84,4.15,10.34,7.94,15.9,9.04,9.74,11.44,20.34,12.23,14.14,87.59,14.48,23.26,29.11,7.42,12.45,21.25,11.69
P37147,109.16,163.82,128.44,134.2,141.08,171.69,125.8,81.38,72.02,25.24,87.82,16.01,0.35,0.48,0.16,122.96,154.97,171.73,58.74,171.57,72.06,170.87
P0AEY3,75.79,80.03,76.79,26.21,25.28,110.15,73.23,43.38,28.13,52.11,76.32,58.76,45.73,65.87,93.3,162.42,86.3,110.11,2.2,83.04,21.15,65.87
P37750,21.98,24.13,10.48,22.92,5.06,36.78,11.41,25.92,13.54,3.15,6.44,18.64,46.32,23.11,91.43,49.33,37.41,13.76,18.45,17.33,22.74,15.33
P0A9T6,30.23,16.42,121.54,11.83,21.2,22.06,15.73,37.88,9.36,18.29,27.32,20.46,68.74,39.8,24.35,85.94,21.25,4.54,18.02,16.5,30.09,12.67
P0A898,18.99,61.03,55.72,56.84,105.92,73.24,140.97,14.9,89.61,21.53,14.37,50.81,41.46,4.25,17.02,4.23,13.84,15.95,7.68,37.57,16.04,47.09
P0AAW1,90.44,12.27,39.98,9.77,6.74,13.62,24.17,13.36,32.94,6.8,10.53,11.59,9.64,20.31,20.44,41.73,27.53,42.58,3.16,6.41,58.72,8.47
P60869,164.11,0.71,1.12,84.31,1.42,170.61,159.77,34.41,130.41,70.21,106.95,9.66,1.32,1.38,84.31,136.8,0.61,0.36,0.63,156.76,167.7,0.36
P67699,23.01,24.7,34.39,23.89,42.23,72.74,31.97,70.51,34.17,28.76,16.68,21.62,144.03,105.83,28.04,30.25,124.19,50.49,43.14,135.91,79.72,48.8
P76342,64.24,6.18,18.5,24.75,20.95,2.51,12.51,54.63,19.72,19.46,10.3,10.18,21.32,3.96,26.52,83.1,21.93,3.92,16.46,10.93,35.2,23.38
P33015,100.25,118.67,84.81,17.49,6.43,112.57,17.39,42.88,66.12,68.29,90.77,28.1,36.21,97.8,34.58,53.03,27.39,79.78,71.99,44.98,41.25,92.36
P60872,16.28,65.13,59.67,130.7,83.13,65.34,41.94,105.92,6.2,6.25,15.56,15.44,85.91,88.7,44.32,108.75,45.04,40.55,24.61,67.48,51.95,25.18
P08550,49.78,22.33,35.81,38.71,25.39,41.88,12.41,40.46,35.1,10.93,13.53,13.9,106.73,54.37,26.69,90.11,14.1,53.59,21.94,38.14,45.03,22.9
P31992,,,,,,,,,,,,,,,,,,,,,,
P76194,120.59,124.11,86.45,34.79,75.07,29.24,33.71,32.99,86.35,62.9,124.63,105.6,9.73,11.42,24.51,132.14,49.14,22.05,83.85,25.79,108.25,61.29
P75746,48.57,45.72,20.78,86.02,55.11,37.57,55.99,57.45,21.33,16.57,20.08,31.8,33.55,88.38,74.59,66.64,25.55,62,49.03,103.34,35.02,66.74
P46144,,,,,,,,,,,,,,,,,,,,,,
P39298,6.29,9.89,10.64,6.04,13.89,17.93,8.06,9.88,6.54,17.7,1.45,2.31,13.52,16.5,38.17,15.82,14.87,8.06,4.36,15.37,15.4,13.67
P0A8Y1,22.39,20.58,14.97,63.86,33.08,64.83,31.24,59.26,40.41,7.57,25.25,33.38,98.98,85.92,72.84,86.87,45.09,77.02,8.62,22.84,24.84,14.63
P76561,34.17,22.7,24.27,44.58,27.64,62.12,7.41,20.53,43.52,52.18,81.16,80.63,61.45,85.87,89.75,105.2,72.4,19.38,69.28,82.67,138.89,28.02
P0A8Z7,8.63,15.08,39.1,27.75,28.44,24.08,7.81,50.63,16.43,21.06,26.97,15.63,25.56,30.09,33.04,64.69,25.01,13.13,27.12,8.14,6.08,18.02
P45468,31.07,13.07,12.6,13.95,4,42.18,22.84,39.86,12.51,5.77,24.97,15.11,78.09,46.48,50.18,41.11,6.07,18.72,6.9,9.38,27.48,8.92
P0AE45,15.21,22.13,32.82,44.48,37.57,53.52,65.7,61.52,22.77,11.54,34.62,8.34,61.97,152.1,92.24,105.44,15.19,77.18,4.34,96.13,16.58,38.81
P31825,,,,,,,,,,,,,,,,,,,,,,
P42597,,,,,,,,,,,,,,,,,,,,,,
P39407,,,,,,,,,,,,,,,,,,,,,,
P76223,22.23,5.77,5.74,8.96,27.4,31.74,12.98,19.04,14.11,17.49,31.45,12.37,16.68,87.3,17.27,90.17,90.49,19.62,10.47,19.25,21.33,33.44
P64493,,,,,,,,,,,,,,,,,,,,,,
P76344,20.47,18.64,67.61,38.49,17.17,88.78,107.48,116.52,0.95,135.14,154.07,1,130.48,142.13,79.55,0.72,0.59,0.62,157.18,103,159.95,161.08
P21369,35.67,20.84,11.15,34.5,25.19,13.92,23.63,65.55,14.26,18.08,45.54,13.81,46.02,41.85,70.05,79.54,2.18,20.12,23.41,35.16,60.68,57.27
P76078,47,166.23,1.15,0.53,1.8,0.41,150.22,83.11,0.14,114.37,143.59,143.65,78.53,120.03,0.21,120.53,86.92,165.04,0.89,143.56,0.75,81.04
P37610,,,,,,,,,,,,,,,,,,,,,,
P69681,118.76,6.99,37.26,85.69,47.62,138.53,16.4,77.04,62.63,34.97,87.77,17.42,38.15,163.16,130.67,41.61,17.85,74.74,113.29,54.56,4.92,86.63
P62672,42.12,15.65,21.72,3.59,23.07,17.1,16.43,19.84,30.98,23.18,1.02,7.74,19.58,14.41,8.58,14.44,5.73,23.78,6.37,10.06,30.17,33.22
P31801,19.69,10.06,6.23,0.87,15.86,8.65,7.02,31.1,10.55,21.11,19.49,6.61,18.6,7.77,86.87,13.93,21.74,17.63,23.61,15.6,22.99,12.92
P0AEL3,106.36,19.11,77.57,155.02,82.9,165.77,142.99,161.03,154.57,164.96,137.94,1.25,157.33,0.47,47.09,104.04,74.62,68.08,118.13,107.26,89.75,150.1
P0A6V5,27.84,41.98,22.61,9.52,24.46,52.98,13.58,28.04,17.99,57.9,11.71,42.59,152.16,20.66,72.31,88.24,111.78,43.53,32.54,49.29,84.09,16.42
P0AFA7,170.47,0.67,86.81,155.56,124.14,126.32,154.58,90.09,64.72,93.53,17.57,47.3,17.39,70.53,4.36,41.98,23.12,64.91,153.03,74.81,48.05,115.45
P0AB96,94.6,128.8,167.48,61.01,83.75,147.4,23.91,74.2,99.22,54.78,63.4,52.21,95.4,108.1,100.61,172.47,72.99,74.42,48.14,73.1,71.59,16.5
P76007,42.06,86.25,69.87,29.54,37.43,34.41,67.34,92.39,35.58,31.08,49.73,87.41,155.19,49.06,171.5,79.77,26.32,24.17,76.04,86.46,37.6,77.99
P0ACX9,46.01,85.57,21.68,97.73,94.65,78.69,84.55,38.79,66.19,81.07,157.43,156.43,0.46,1.29,64.53,166.51,35.57,16.92,119.84,84.94,172.08,33.3
P64488,28.62,53.21,75.35,40.04,37.56,35.15,5.81,27.07,69.62,23.46,10.68,16.79,18.65,20.61,40.47,54.99,13.08,24.12,73.89,34.34,13.01,25.36
P23485,,,,,,,,,,,,,,,,,,,,,,
P31680,162.35,133.28,104.33,139.88,8.28,158.2,25.11,89.14,28.67,21.38,42.79,22.62,66.67,30.19,81.37,84.39,15.08,22.12,34.57,18.2,37.87,76.16
P68688,18.56,63.15,18.14,15.32,11.62,38.86,53.17,18.22,11.61,12.12,6.51,5.39,57.11,6.29,21.14,57.65,48.84,15.92,2.34,0.54,10.07,16.51
P63284,13.38,6.66,3.28,8.24,9.73,9.03,5.06,17.02,10.24,5.75,6.56,7.3,3.7,3.37,10.89,22.87,10.27,19.01,9.69,11.13,10.64,1.75
P77526,43.15,37.48,43.52,7.61,26.05,9.88,8.2,32.37,10.24,24.14,47.13,17.59,12.14,32.63,59.04,70.89,29.03,25.82,31.28,17.58,18.01,71.49
P33014,14.44,10.68,10.79,55.64,26.31,52.51,37.22,13.66,7.27,15.84,9.51,12.37,77.31,80.01,33.65,53.38,64.28,40.45,14.55,32.28,43.35,45.08
P05704,1.82,34.45,164.91,51.39,16.6,81.3,44.77,41.31,30.38,7.66,24.77,40.98,69.68,82.85,136.5,49.96,90.61,56.41,110.14,58.08,62.52,27.34
P25798,72.98,22.35,22.42,20.42,18.39,51.32,75.76,20.4,32.83,16.06,38.64,38.31,66.88,16.17,112.36,141.4,153.71,85.36,22.85,106.26,113.58,37.19
P52613,17.16,16.91,45.19,22.37,33.62,27.7,65.7,33.33,40.51,20.19,76.48,81.8,136.28,169.39,136.14,74.43,169.15,156.14,94.23,106.93,43.34,26.52
P0A9H9,,,,,,,,,,,,,,,,,,,,,,
P31697,8.61,149.22,132.7,16.46,39.41,136.14,166.59,155.13,127.31,163.24,84.49,83.32,164.67,93.13,92.18,164.9,76.84,168.56,62.45,166.71,54.19,166.26
P63883,113.44,170.89,42.33,40.71,145.15,169.77,170.33,158.12,152.36,146.35,170.82,151.56,151.15,0.4,1.34,0.87,171.5,1.1,19.86,2.21,127.38,167.73
P60955,38.46,32.97,33.95,47.9,74.69,108.94,57.39,59.03,12.78,9.27,19.05,10.17,102.45,112.85,87.12,147.76,24.4,168.45,9.27,112.4,82.33,40.76
P27300,12.64,0.96,3.88,9.97,30.68,24.08,11.8,30.42,12.28,28.45,15.35,17.38,41.53,65.5,23.57,34.26,21.28,34.02,4.92,4.33,8.85,20.37
P0C0T5,13,8.31,38.25,29.42,76.57,49.78,58.41,14.13,14.27,30.54,42.57,34.41,61.89,0.61,21.89,89.32,19.67,26.68,19.82,67.68,80.92,54.61
P41052,43.76,59.93,33.11,22.31,7.97,43.13,21.64,21.99,26.76,28.75,11.71,40.38,37.26,85.37,141.33,67.48,67.53,42.85,99.06,70.83,39,22.66
P0C066,38.38,68.96,85.65,24.23,17.84,88.46,50.24,107.97,64.11,72.48,74.76,71.85,20.88,36.02,30.25,59.56,7.58,7.41,7.85,9.37,3.46,3.73
P0AD65,15.11,12.88,65.5,35.88,12.14,25.46,37.65,69.67,8.17,24.76,33.94,26.85,65.64,22.78,120.09,67.8,14.05,39.46,19.71,51.77,7.59,21.05
P0AFI5,1.69,1.07,1.28,0.84,145.41,0.22,1.01,82.08,0.99,131.19,120.07,78.29,61.99,81.94,152.7,128.28,126.63,151.48,93,101.66,1,112.14
P27243,159.76,36.46,20.44,115.62,78.16,45.78,71.66,44.39,25.29,154.25,71.86,88.16,132.95,149.28,49.63,133.28,158.68,87.82,22.97,22.57,104.17,73.31
P07021,41.21,19.15,47.5,42.88,13.82,38.47,38.6,47.2,68.66,19.78,125.06,65.82,18.06,157.68,26.86,141.75,145.96,34.81,47.77,43.81,35.87,122.91
P03813,8.33,32.08,30.74,66.69,26.07,82.56,9.93,51,16.96,23.67,10.78,25.06,55.36,37.27,72.8,118.53,6.71,30.42,43.57,55.22,32.78,11.56
Q46798,31.03,18.1,32.14,11.47,14.4,13.34,12.08,3.9,7.19,27.85,32.75,10.68,13,8.37,13.49,18.22,34.9,24.91,32.87,23.11,1.57,37.61
P0AEA2,,,,,,,,,,,,,,,,,,,,,,
P0C960,15.75,12.88,12.76,9.75,21.38,13.63,12.63,25.54,23.1,6.84,8.95,8.64,51.18,53.1,26.58,71.9,29.22,15.78,14.19,10.07,22.73,10.95
P0AC00,,,,,,,,,,,,,,,,,,,,,,
P75958,30.81,55.32,5.27,13.06,14.72,46.97,19.08,26.53,10.09,28.68,31.66,6.14,56.04,73.59,78.52,43.07,16.87,13.43,35.86,56.81,25.8,12.33
P46022,,,,,,,,,,,,,,,,,,,,,,
P0AEB5,45.46,16.86,21.92,15.62,11.32,14.95,19.92,66.55,8.38,17.51,8.89,12,0.73,144.4,69.79,107.6,7.37,17.62,29.68,40.39,24.74,25.08
P75822,68.85,79.53,100.91,98.57,155.8,122.05,19.32,71.35,62.25,34.83,75.18,33.58,146.38,19.06,90.67,172.03,77.4,29.74,23.8,44.9,128.14,65.21
P45469,41.24,22.51,35.53,27.68,12.18,36,17.36,14.67,14.99,28.47,11.08,4.87,24.46,9.65,19.67,13.1,6.34,19.14,35.55,9.39,28.01,22.42
P38104,85.08,37.6,104.95,50.62,41.6,33.93,54.64,69.82,94.59,67.18,132.19,81.2,104.5,34.13,41.6,164.95,75.01,90.1,7.61,30.68,71.39,23.28
P27242,10.97,8.84,23.32,28.35,28.07,18.24,15.76,34.89,31.12,4.67,10.46,25.05,0.93,35.44,61.77,86.49,18.72,13.66,33.2,76.39,18.66,77.78
P76387,106.85,1.04,51.32,1.23,166.38,89.25,0.82,140.61,166.19,1.42,89.31,144.87,172.04,145.15,127.83,170.31,0.9,1.52,146.07,0.7,170.3,0.59
P76190,,,,,,,,,,,,,,,,,,,,,,
P76206,,,,,,,,,,,,,,,,,,,,,,
