,galactose,acetate,pyruvate,glycerol,fructose,succinate,glucose
b0055,0.000002077,1.35811736151E-07,1.32948316295E-06,2.19971830149E-06,0.000002383,1.68726128157E-06,5.47232815996E-08
b1922,1.81097106298E-07,5.35880695618E-08,0.000000118,3.17363801478E-07,1.03864516847E-07,5.17443897885E-07,5.46142060418E-08
b0803,2.88772027817E-08,6.93680632039E-08,0.000000023,7.80997075233E-08,4.9754639928E-10,3.67232954755E-08,5.39312266036E-08
b4303,7.28538562202E-08,7.70675814504E-09,2.95425728893E-08,4.47614740747E-09,6.0382623642E-08,6.87036578821E-08,5.35719191479E-08
b1938,1.37956552015E-08,1.19302426938E-08,1.46344310377E-08,4.38848152962E-08,1.75102285783E-08,3.19064630183E-08,5.15296867525E-08
b3832,2.33178366928E-07,1.55759462493E-07,3.10847961149E-07,2.46346842195E-07,7.54105713683E-08,1.19629211504E-07,5.14276231797E-08
b1226,4.75753210895E-08,0.000000081,3.07172770601E-07,3.89692885869E-07,4.54126215377E-08,9.85282052059E-08,5.06118632449E-08
b1906,3.45788246515E-08,1.17045221189E-08,1.34775684373E-07,0.000000061,0,5.28444978388E-08,5.02999312097E-08
b0378,5.33717402387E-08,2.03364734358E-08,0.00000007,2.3494789386E-07,6.87043021479E-10,2.28588267301E-08,0.000000048
b2172,2.46051787443E-09,4.72847348042E-09,1.3050586806E-08,9.68083301578E-08,0,3.2668620073E-08,4.69101198277E-08
b1763,1.16696219124E-08,1.08926135466E-07,6.04219680847E-08,8.09422151911E-08,7.59257591704E-08,7.85405616529E-08,4.67019677742E-08
b0995,2.50869820531E-08,6.54287190315E-08,0.000000273,0.000000013,0,3.33594815244E-07,4.55511282114E-08
b1797,5.14470402027E-08,7.1768486334E-08,7.86296727454E-08,7.08277262812E-08,3.60975284522E-08,6.76963190114E-08,4.48579253897E-08
b0296,2.34909652131E-08,1.77969595147E-08,3.77382356149E-08,1.03996460579E-08,0,1.45111340343E-08,4.44694724391E-08
b3406,2.06704582717E-07,2.63470393143E-08,1.38723242076E-07,3.74324486296E-08,6.4566678985E-08,2.25842987563E-07,0.000000044
b2819,0.000000003,2.92741449555E-09,1.21194960116E-08,0.000000014,0,2.25870452154E-06,4.38596784457E-08
b4124,0.000000726,2.50181797739E-07,3.02647807437E-07,2.41538971575E-07,1.41125484594E-07,4.22470827949E-07,4.04249942344E-08
b1224,1.53224063537E-06,0.000000292,4.6375390053E-07,3.88282494785E-07,2.74656489788E-07,1.29606018949E-06,3.98277138896E-08
b0815,1.3594620857E-08,2.61253148644E-09,0.000000018,9.10427639213E-09,0,5.82250234381E-09,3.49104119403E-08
b3514,3.40247111867E-07,0.000000061,1.34676916518E-07,2.12558264707E-08,1.51663194277E-08,9.78756660743E-08,3.35901933804E-08
b2148,4.31921682701E-06,6.39330525412E-07,8.62240657508E-07,7.07421135451E-07,3.15471587431E-07,1.00537887467E-06,3.33840474314E-08
b4485,5.15872871572E-08,1.57168903502E-07,7.45222400914E-08,1.94858299651E-07,4.69709560883E-09,6.14336411722E-08,3.32898381741E-08
b1390,6.34747905242E-10,3.11054071304E-08,1.0492890672E-07,3.50698217646E-08,4.73916510333E-10,4.83909168535E-08,3.06243514001E-08
b4367,0.000000578,4.21641095518E-08,1.09099633465E-07,3.58729329313E-07,6.79825043364E-07,8.52781372693E-07,2.82779762014E-08
b1557,1.85718672261E-07,1.52789531675E-07,3.04896997375E-07,2.33865443386E-08,0,3.30811682912E-07,2.73454145867E-08
b3645,7.57158444222E-08,1.33947205145E-07,1.31363451949E-08,4.1465736095E-09,0,1.61234211048E-07,0.000000027
b2800,2.13290065914E-07,1.66451925198E-08,0.000000056,1.32507396703E-06,0,3.46855489476E-07,2.61180067488E-08
b2963,2.65961568793E-06,7.37176087416E-08,6.21685167054E-08,1.08568592239E-07,2.67377538173E-06,2.61226061209E-06,2.55860915652E-08
b4063,0.00000056,3.75205688497E-10,6.52407651158E-08,1.20946985193E-08,5.83089921312E-10,5.46884105268E-07,2.43091009448E-08
b1586,5.93980570761E-08,5.31771814633E-08,1.72917524551E-08,2.73578400586E-08,1.31262581982E-07,1.02168134661E-07,2.37605667539E-08
b4316,6.07685458634E-10,8.64181564391E-08,5.37193945432E-10,5.0870638772E-10,4.53711102561E-10,5.36152871895E-08,2.36440997109E-08
b0713,1.02804453281E-07,6.76231091724E-07,2.2174509355E-07,0.000000358,0.000000111,2.108436228E-07,2.2399787215E-08
b1054,1.28989806971E-08,8.52103860723E-09,1.78167170878E-08,7.55860724939E-08,0,3.52190919178E-08,0.000000022
b1868,0.000000081,2.61708435736E-08,4.05510334108E-08,3.96006185653E-08,3.05031791651E-08,1.65770031203E-08,2.17524524513E-08
b4467,1.57149814782E-07,3.1542321278E-06,9.07976707628E-10,3.00939249687E-07,2.68405276748E-08,0.000000161,2.15804323116E-08
b0876,0,9.46029296269E-08,1.91988298361E-08,1.21204733813E-08,0,0,2.02804540522E-08
b2011,1.4643090689E-07,0,1.2286297652E-07,2.38927933913E-07,2.87218891178E-08,2.91255325708E-07,2.02788803676E-08
b1079,6.79855577818E-07,1.72333726884E-08,1.64492542311E-07,6.77503283293E-07,1.42277211173E-08,3.4566939404E-07,2.00626191729E-08
b1421,1.87751172389E-08,1.54632332042E-08,1.42261745479E-08,1.01038171505E-08,7.50959382806E-08,7.12227730917E-08,1.98281482108E-08
b3085,1.02028505653E-08,0,3.92144343468E-10,0,0,4.21783160125E-08,1.86406642141E-08
b1655,7.62918247882E-08,2.15992344014E-08,7.16570964323E-08,3.4213663308E-09,0,3.03414192437E-08,0.000000017
b4140,8.05662928055E-10,7.74136987392E-10,1.61314665433E-07,1.85470319896E-07,9.02288042738E-10,2.7915439776E-07,0.000000016
b4469,9.50362879415E-09,7.30539813394E-09,3.02443482745E-08,5.40986869388E-08,0,1.46532695128E-08,1.47908588979E-08
b1736,2.08985092779E-08,0.000000005,1.30859498928E-08,2.90118541519E-07,0,2.0163978878E-07,1.42297508155E-08
b2703,7.58943686213E-10,8.2404785547E-08,3.89125606795E-08,6.35327858535E-10,5.6664376572E-10,6.50102925012E-10,1.41740750411E-08
b2998,0.000000007,4.7893744019E-10,2.64373466985E-09,3.9430701752E-08,0,4.05611746827E-09,1.4157323276E-08
b1426,4.27549760982E-07,0.000000795,9.6856294033E-08,1.01365803082E-07,0.000000181,3.01818774313E-07,1.17980842544E-08
b4512,3.1455326015E-08,3.98636192722E-08,1.24753523263E-08,1.42761710288E-07,1.1425245333E-09,1.60209297177E-09,1.0584890825E-08
b0516,1.64385845232E-07,0.000000084,1.36119803186E-07,5.22572954493E-08,0,2.76275003848E-08,9.71544084409E-09
b3208,1.86763912138E-08,1.01691596798E-08,0,0.000000075,0,5.91925778898E-08,9.68892595835E-09
b3059,1.07129287015E-07,4.22431255423E-08,3.08229150509E-07,2.75385892871E-07,2.41086989785E-07,1.65784412769E-07,9.43751226297E-09
b1040,3.97432393669E-08,5.45543844726E-10,2.05779138231E-08,1.42585323053E-09,0,5.34971289595E-09,9.2780872184E-09
b4335,2.33573315777E-08,2.24433490377E-08,1.72065675956E-09,8.14704905094E-10,3.7058063656E-08,1.33384244927E-08,9.08797584274E-09
b4355,1.48881695973E-08,4.16162590484E-08,3.3501088534E-08,0.000000017,6.77055059054E-08,1.36805386455E-07,8.42582709607E-09
b4606,4.38604171013E-10,7.58594518386E-09,2.36997570786E-08,4.1810897895E-08,0,0,7.89275155451E-09
b1705,0.000000029,8.25266959226E-09,1.01710259956E-08,1.38370232014E-08,7.23528923839E-08,4.16435718784E-10,7.56622643989E-09
b3892,5.60267070925E-10,5.38343576845E-10,4.95276090698E-10,4.69011449524E-10,1.50590703253E-08,1.15180486209E-08,7.4117020615E-09
b1205,1.96503215357E-07,6.51557282936E-08,5.8887930769E-08,1.58700638884E-07,1.02146857535E-07,1.06556541672E-07,7.24616746173E-09
b3084,0.000000134,6.5755751953E-08,2.21532054467E-08,2.20273349612E-07,1.20898470473E-07,1.19715816554E-07,5.25028568956E-09
b3568,1.07437601071E-07,8.97682791556E-10,9.33231030102E-08,2.98751553281E-07,9.30496736842E-07,1.57891268985E-06,4.36197976179E-09
b1597,1.44692648278E-09,1.62202555715E-09,1.49226351258E-09,1.61500380149E-09,1.62045989541E-09,1.65256202943E-09,1.50127113941E-09
b2869,4.66535406262E-08,2.79090248012E-07,2.99335136469E-07,1.00786241235E-07,0.000000018,2.08838467304E-07,1.17110773267E-09
b2126,1.83793565897E-08,2.52676197986E-07,5.64907904141E-07,1.58591569361E-07,1.05557115549E-09,6.78184010597E-08,1.10017275361E-09
b2616,0,0,1.23578691263E-09,0,0,0,1.08784059211E-09
b0847,1.37414718408E-09,3.16890289754E-08,7.65290049757E-08,1.15032775637E-09,0.000000001,1.17707956466E-09,1.06931875944E-09
b1225,0,0,0,1.10678103611E-09,0.000000001,1.81203220796E-08,0.000000001
b1186,4.6887272745E-07,1.61345232479E-08,1.58714064072E-07,3.67633950461E-08,3.98289595456E-07,9.2718187561E-07,0.000000001
b1513,0.000000164,1.46552587023E-08,1.12356983384E-09,1.06398658508E-09,9.48961008312E-10,1.08873045915E-09,0.000000001
b1634,1.22933595374E-09,1.18123150337E-09,1.0867329831E-09,0.000000001,9.17848803296E-10,1.05303583634E-09,0.000000001
b4070,7.45892144317E-08,1.40991159425E-08,4.32372888902E-09,1.94485911201E-08,4.29086270659E-08,5.34181621464E-08,0.000000001
b0281,1.20845432691E-09,1.16116698369E-09,1.34602476749E-07,2.01312927437E-07,9.02258129216E-10,0.000000001,9.4038171214E-10
b1227,1.16110989902E-09,1.11567516384E-09,0.000000001,0.000000001,1.69047402358E-08,0.000000001,9.03539745361E-10
b3354,7.71381318911E-10,9.26496040648E-10,8.52376357397E-10,8.07174580868E-10,8.63894956821E-10,8.25946082749E-10,9.0039756063E-10
b1398,1.11461870258E-09,1.07100318813E-09,0.000000001,9.3307095936E-10,8.32198423213E-10,0.000000001,8.67361736869E-10
b2817,0.000000001,0.000000007,2.75558632288E-09,8.69818915049E-10,7.75784437747E-10,8.90047261911E-10,8.08564061877E-10
b2845,0.000000001,0.000000001,9.07756772642E-10,8.59618155911E-10,1.53337292676E-09,8.79609275816E-10,7.99081666058E-10
b2243,1.20516742874E-08,0.000000001,8.87806672504E-10,3.20316611955E-07,1.0497714033E-08,8.60277783434E-10,7.8151995819E-10
b4477,3.93192971982E-06,9.35977108967E-10,8.61098940249E-10,8.15434602509E-10,7.27279510346E-10,8.34398197916E-10,7.58009630501E-10
b0972,3.70513473997E-08,2.49210584467E-08,5.32242605396E-08,4.80755267112E-08,1.38316685394E-09,1.11082237262E-08,7.20805261913E-10
b1392,8.9528492652E-10,8.60252038091E-10,7.91431875044E-10,7.49462002883E-10,6.68439083652E-10,4.60134811072E-09,6.96682988595E-10
b4468,8.73449645737E-10,1.90010995455E-06,7.72129486831E-10,7.31183226166E-10,6.52136390905E-10,7.48187487239E-10,6.79691449675E-10
b2151,2.38164041688E-07,4.08651034262E-08,7.51917903042E-10,7.1204346879E-10,6.35065796488E-10,1.23862445269E-08,6.61899562537E-10
b2140,8.01464712572E-10,7.70103049906E-10,7.08494805914E-10,6.70923111661E-10,5.98390883373E-10,1.37305194945E-09,6.23675005206E-10
b2134,3.08636001374E-09,7.41397351127E-10,5.45668450429E-09,6.45914358936E-10,2.88042889796E-09,6.60935623097E-10,6.0042743225E-10
b4555,8.82172361017E-09,4.84372898844E-10,4.45623066936E-10,6.32987310989E-10,5.64556250342E-10,6.47707946128E-10,5.88410739793E-10
b0714,0.000000051,2.61183299356E-09,6.00721588519E-10,8.53297710964E-09,2.27807426727E-07,4.42391867514E-08,5.28804215245E-10
b0306,5.92098320145E-10,5.68929255444E-10,3.93608016086E-07,2.32959289824E-08,4.42073407946E-10,5.07184995163E-10,4.60752566029E-10
b3408,5.71791187694E-10,9.15694583191E-10,5.05463409921E-10,1.75508128445E-09,4.69602830163E-09,4.89790125893E-10,4.4495018479E-10
b1389,2.24231812984E-09,4.78794499221E-10,4.62515486247E-09,4.17131571291E-10,8.92887039088E-09,4.26832305507E-10,3.87756108524E-10
b0707,4.60192070548E-10,4.42184554744E-10,4.06809790365E-10,3.85236543906E-10,6.8717869994E-10,3.94195533299E-10,3.58107209828E-10
B8LFD5,0,0,0,0,0,0,0
D8FH86,0,0,0,0,0,0,0
D9IX93,0,0,0,0,0,0,0
E1MTY0,0,0,0,0,0,0,0
P0CE60,0,0,0,0,0,0,0
P23477,0,0,0,0,0,0,0
b0001,0,0,0,0,0,0,0
b0005,0,0,0,0,0,0,0
b0007,0,0,0,0,0,0,0
b0010,0,0,0,0,0,0,0
b0011,0,0,0,0,0,0,0
b0013,0,0,0,0,0,0,0
b0016,0,0,0,0,0,0,0
b0018,0,0,0,0,0,0,0
b0019,0,0,0,0,0,0,0
b0020,0,0,0,0,0,0,0
b0021,0,0,0,0,0,0,0
b0022,0,0,0,0,0,0,0
b0024,0,0,0,0,0,0,0
b0027,0,0,0,0,0,0,0
b0034,0,0,0,0,0,0,0
b0035,0,0,0,0,0,0,0
b0037,0,0,0,0,0,0,0
b0038,0,0,0,0,0,0,0
b0039,0,0,0,0,0,0,0
b0040,0,0,0,0,0,0,0
b0041,0,0,0,0,0,0,0
b0042,0,0,0,0,0,0,0
b0043,0,0,0,0,0,0,0
b0044,0,0,0,0,0,0,0
b0045,0,0,0,0,0,0,0
b0060,0,0,0,0,0,0,0
b0061,0,0,0,0,0,0,0
b0062,0,0,0,0,0,0,0
b0063,0,0,0,0,0,0,0
b0064,0,0,0,0,0,0,0
b0065,0,0,0,0,0,0,0
b0066,0,0,0,0,0,0,0
b0067,0,0,0,0,0,0,0
b0069,0,0,0,0,0,0,0
b0070,0,0,0,0,0,0,0
b0075,0,0,0,0,0,0,0
b0076,0,0,0,0,0,0,0
b0089,0,0,0,0,0,0,0
b0093,0,0,0,0,0,0,0
b0097,0,0,0,0,0,0,0
b0106,0,0,0,0,0,0,0
b0107,0,0,0,0,0,0,0
b0108,0,0,0,0,0,0,0
b0117,0,0,0,0,0,0,0
b0128,0,0,0,0,0,0,0
b0129,0,0,0,0,0,0,0
b0130,0,0,0,0,0,0,0
b0132,0,0,0,0,0,0,0
b0135,0,0,0,0,0,0,0
b0136,0,0,0,0,0,0,0
b0137,0,0,0,0,0,0,0
b0138,0,0,0,0,0,0,0
b0139,0,0,0,0,0,0,0
b0140,0,0,0,0,0,0,0
b0141,0,0,0,0,0,0,0
b0147,0,0,0,0,0,0,0
b0148,0,0,0,0,0,0,0
b0153,0,0,0,0,0,0,0
b0155,0,0,0,0,0,0,0
b0157,0,0,0,0,0,0,0
b0162,0,0,0,0,0,0,0
b0164,0,0,0,0,0,0,0
b0191,0,0,0,0,0,0,0
b0193,0,0,0,0,0,0,0
b0209,0,0,0,0,0,0,0
b0210,0,0,0,0,0,0,0
b0211,0,0,0,0,0,0,0
b0213,0,0,0,0,0,0,0
b0217,0,0,0,0,0,0,0
b0225,0,0,0,0,0,0,0
b0227,0,0,0,0,0,0,0
b0228,0,0,0,0,0,0,0
b0231,0,0,0,0,0,0,0
b0233,0,0,0,0,0,0,0
b0234,0,0,0,0,0,0,0
b0240,0,0,0,0,0,0,0
b0241,0,0,0,0,0,0,0
b0245,0,0,0,0,0,0,0
b0246,0,0,0,0,0,0,0
b0247,0,0,0,0,0,0,0
b0248,0,0,0,0,0,0,0
b0249,0,0,0,0,0,0,0
b0250,0,0,0,0,0,0,0
b0251,0,0,0,0,0,0,0
b0252,0,0,0,0,0,0,0
b0253,0,0,0,0,0,0,0
b0254,0,0,0,0,0,0,0
b0256,0,0,0,0,0,0,0
b0260,0,0,0,0,0,0,0
b0262,0,0,0,0,0,0,0
b0264,0,0,0,0,0,0,0
b0265,0,0,0,0,0,0,0
b0267,0,0,0,0,0,0,0
b0269,0,0,0,0,0,0,0
b0270,0,0,0,0,0,0,0
b0274,0,0,0,0,0,0,0
b0275,0,0,0,0,0,0,0
b0277,0,0,0,0,0,0,0
b0278,0,0,0,0,0,0,0
b0279,0,0,0,0,0,0,0
b0280,0,0,0,0,0,0,0
b0283,0,0,0,0,0,0,0
b0284,0,0,0,0,0,0,0
b0285,0,0,0,0,0,0,0
b0286,0,0,0,0,0,0,0
b0288,0,0,0,0,0,0,0
b0289,0,0,0,0,0,0,0
b0290,0,0,0,0,0,0,0
b0291,0,0,0,0,0,0,0
b0292,0,0,0,0,0,0,0
b0293,0,0,0,0,0,0,0
b0294,0,0,0,0,0,0,0
b0295,0,0,0,0,0,0,0
b0298,0,0,0,0,0,0,0
b0299,0,0,0,0,0,0,0
b0301,0,0,0,0,0,0,0
b0303,0,0,0,0,0,0,0
b0305,0,0,0,0,0,0,0
b0307,0,0,0,0,0,0,0
b0310,0,0,0,0,0,0,0
b0311,0,0,0,0,0,0,0
b0313,0,0,0,0,0,0,0
b0314,0,0,0,0,0,0,0
b0315,0,0,0,0,0,0,0
b0316,0,0,0,0,0,0,0
b0317,0,0,0,0,0,0,0
b0318,0,0,0,0,0,0,0
b0319,0,0,0,0,0,0,0
b0320,0,0,0,0,0,0,0
b0323,0,0,0,0,0,0,0
b0326,0,0,0,0,0,0,0
b0327,0,0,0,0,0,0,0
b0328,0,0,0,0,0,0,0
b0330,0,0,0,0,0,0,0
b0335,0,0,0,0,0,0,0
b0338,0,0,0,0,0,0,0
b0339,0,0,0,0,0,0,0
b0340,0,0,0,0,0,0,0
b0341,0,0,0,0,0,0,0
b0342,0,0,0,0,0,0,0
b0343,0,0,0,0,0,0,0
b0344,0,0,0,0,0,0,0
b0347,0,0,0,0,0,0,0
b0348,0,0,0,0,0,0,0
b0349,0,0,0,0,0,0,0
b0353,0,0,0,0,0,0,0
b0358,0,0,0,0,0,0,0
b0361,0,0,0,0,0,0,0
b0363,0,0,0,0,0,0,0
b0364,0,0,0,0,0,0,0
b0366,0,0,0,0,0,0,0
b0367,0,0,0,0,0,0,0
b0372,0,0,0,0,0,0,0
b0373,0,0,0,0,0,0,0
b0375,0,0,0,0,0,0,0
b0379,0,0,0,0,0,0,0
b0380,0,0,0,0,0,0,0
b0383,0,0,0,0,0,0,0
b0385,0,0,0,0,0,0,0
b0396,0,0,0,0,0,0,0
b0400,0,0,0,0,0,0,0
b0401,0,0,0,0,0,0,0
b0402,0,0,0,0,0,0,0
b0418,0,0,0,0,0,0,0
b0427,0,0,0,0,0,0,0
b0428,0,0,0,0,0,0,0
b0433,0,0,0,0,0,0,0
b0445,0,0,0,0,0,0,0
b0446,0,0,0,0,0,0,0
b0447,0,0,0,0,0,0,0
b0448,0,0,0,0,0,0,0
b0449,0,0,0,0,0,0,0
b0454,0,0,0,0,0,0,0
b0457,0,0,0,0,0,0,0
b0461,0,0,0,0,0,0,0
b0466,0,0,0,0,0,0,0
b0468,0,0,0,0,0,0,0
b0476,0,0,0,0,0,0,0
b0479,0,0,0,0,0,0,0
b0482,0,0,0,0,0,0,0
b0486,0,0,0,0,0,0,0
b0488,0,0,0,0,0,0,0
b0491,0,0,0,0,0,0,0
b0497,0,0,0,0,0,0,0
b0498,0,0,0,0,0,0,0
b0504,0,0,0,0,0,0,0
b0505,0,0,0,0,0,0,0
b0507,0,0,0,0,0,0,0
b0509,0,0,0,0,0,0,0
b0511,0,0,0,0,0,0,0
b0512,0,0,0,0,0,0,0
b0513,0,0,0,0,0,0,0
b0514,0,0,0,0,0,0,0
b0517,0,0,0,0,0,0,0
b0518,0,0,0,0,0,0,0
b0520,0,0,0,0,0,0,0
b0521,0,0,0,0,0,0,0
b0524,0,0,0,0,0,0,0
b0527,0,0,0,0,0,0,0
b0530,0,0,0,0,0,0,0
b0531,0,0,0,0,0,0,0
b0532,0,0,0,0,0,0,0
b0533,0,0,0,0,0,0,0
b0534,0,0,0,0,0,0,0
b0535,0,0,0,0,0,0,0
b0537,0,0,0,0,0,0,0
b0540,0,0,0,0,0,0,0
b0541,0,0,0,0,0,0,0
b0543,0,0,0,0,0,0,0
b0544,0,0,0,0,0,0,0
b0546,0,0,0,0,0,0,0
b0547,0,0,0,0,0,0,0
b0548,0,0,0,0,0,0,0
b0549,0,0,0,0,0,0,0
b0550,0,0,0,0,0,0,0
b0551,0,0,0,0,0,0,0
b0552,0,0,0,0,0,0,0
b0553,0,0,0,0,0,0,0
b0554,0,0,0,0,0,0,0
b0555,0,0,0,0,0,0,0
b0556,0,0,0,0,0,0,0
b0558,0,0,0,0,0,0,0
b0559,0,0,0,0,0,0,0
b0560,0,0,0,0,0,0,0
b0564,0,0,0,0,0,0,0
b0566,0,0,0,0,0,0,0
b0569,0,0,0,0,0,0,0
b0577,0,0,0,0,0,0,0
b0580,0,0,0,0,0,0,0
b0582,0,0,0,0,0,0,0
b0583,0,0,0,0,0,0,0
b0587,0,0,0,0,0,0,0
b0589,0,0,0,0,0,0,0
b0590,0,0,0,0,0,0,0
b0591,0,0,0,0,0,0,0
b0601,0,0,0,0,0,0,0
b0602,0,0,0,0,0,0,0
b0603,0,0,0,0,0,0,0
b0612,0,0,0,0,0,0,0
b0613,0,0,0,0,0,0,0
b0614,0,0,0,0,0,0,0
b0615,0,0,0,0,0,0,0
b0616,0,0,0,0,0,0,0
b0617,0,0,0,0,0,0,0
b0618,0,0,0,0,0,0,0
b0619,0,0,0,0,0,0,0
b0621,0,0,0,0,0,0,0
b0622,0,0,0,0,0,0,0
b0624,0,0,0,0,0,0,0
b0629,0,0,0,0,0,0,0
b0634,0,0,0,0,0,0,0
b0638,0,0,0,0,0,0,0
b0640,0,0,0,0,0,0,0
b0644,0,0,0,0,0,0,0
b0645,0,0,0,0,0,0,0
b0646,0,0,0,0,0,0,0
b0647,0,0,0,0,0,0,0
b0648,0,0,0,0,0,0,0
b0649,0,0,0,0,0,0,0
b0650,0,0,0,0,0,0,0
b0653,0,0,0,0,0,0,0
b0654,0,0,0,0,0,0,0
b0656,0,0,0,0,0,0,0
b0681,0,0,0,0,0,0,0
b0682,0,0,0,0,0,0,0
b0689,0,0,0,0,0,0,0
b0692,0,0,0,0,0,0,0
b0693,0,0,0,0,0,0,0
b0696,0,0,0,0,0,0,0
b0697,0,0,0,0,0,0,0
b0698,0,0,0,0,0,0,0
b0699,0,0,0,0,0,0,0
b0700,0,0,0,0,0,0,0
b0702,0,0,0,0,0,0,0
b0704,0,0,0,0,0,0,0
b0706,0,0,0,0,0,0,0
b0708,0,0,0,0,0,0,0
b0709,0,0,0,0,0,0,0
b0715,0,0,0,0,0,0,0
b0716,0,0,0,0,0,0,0
b0717,0,0,0,0,0,0,0
b0718,0,0,0,0,0,0,0
b0719,0,0,0,0,0,0,0
b0731,0,0,0,0,0,0,0
b0735,0,0,0,0,0,0,0
b0752,0,0,0,0,0,0,0
b0762,0,0,0,0,0,0,0
b0764,0,0,0,0,0,0,0
b0768,0,0,0,0,0,0,0
b0769,0,0,0,0,0,0,0
b0770,0,0,0,0,0,0,0
b0771,0,0,0,0,0,0,0
b0781,0,0,0,0,0,0,0
b0787,0,0,0,0,0,0,0
b0788,0,0,0,0,0,0,0
b0789,0,0,0,0,0,0,0
b0791,0,0,0,0,0,0,0
b0792,0,0,0,0,0,0,0
b0793,0,0,0,0,0,0,0
b0794,0,0,0,0,0,0,0
b0796,0,0,0,0,0,0,0
b0798,0,0,0,0,0,0,0
b0799,0,0,0,0,0,0,0
b0808,0,0,0,0,0,0,0
b0813,0,0,0,0,0,0,0
b0818,0,0,0,0,0,0,0
b0823,0,0,0,0,0,0,0
b0824,0,0,0,0,0,0,0
b0830,0,0,0,0,0,0,0
b0832,0,0,0,0,0,0,0
b0833,0,0,0,0,0,0,0
b0834,0,0,0,0,0,0,0
b0836,0,0,0,0,0,0,0
b0841,0,0,0,0,0,0,0
b0843,0,0,0,0,0,0,0
b0845,0,0,0,0,0,0,0
b0846,0,0,0,0,0,0,0
b0848,0,0,0,0,0,0,0
b0850,0,0,0,0,0,0,0
b0856,0,0,0,0,0,0,0
b0857,0,0,0,0,0,0,0
b0858,0,0,0,0,0,0,0
b0861,0,0,0,0,0,0,0
b0862,0,0,0,0,0,0,0
b0872,0,0,0,0,0,0,0
b0873,0,0,0,0,0,0,0
b0874,0,0,0,0,0,0,0
b0875,0,0,0,0,0,0,0
b0879,0,0,0,0,0,0,0
b0881,0,0,0,0,0,0,0
b0885,0,0,0,0,0,0,0
b0895,0,0,0,0,0,0,0
b0896,0,0,0,0,0,0,0
b0898,0,0,0,0,0,0,0
b0899,0,0,0,0,0,0,0
b0900,0,0,0,0,0,0,0
b0909,0,0,0,0,0,0,0
b0913,0,0,0,0,0,0,0
b0916,0,0,0,0,0,0,0
b0919,0,0,0,0,0,0,0
b0920,0,0,0,0,0,0,0
b0926,0,0,0,0,0,0,0
b0933,0,0,0,0,0,0,0
b0934,0,0,0,0,0,0,0
b0935,0,0,0,0,0,0,0
b0936,0,0,0,0,0,0,0
b0937,0,0,0,0,0,0,0
b0938,0,0,0,0,0,0,0
b0939,0,0,0,0,0,0,0
b0940,0,0,0,0,0,0,0
b0941,0,0,0,0,0,0,0
b0942,0,0,0,0,0,0,0
b0943,0,0,0,0,0,0,0
b0944,0,0,0,0,0,0,0
b0946,0,0,0,0,0,0,0
b0950,0,0,0,0,0,0,0
b0958,0,0,0,0,0,0,0
b0959,0,0,0,0,0,0,0
b0960,0,0,0,0,0,0,0
b0964,0,0,0,0,0,0,0
b0970,0,0,0,0,0,0,0
b0974,0,0,0,0,0,0,0
b0975,0,0,0,0,0,0,0
b0976,0,0,0,0,0,0,0
b0977,0,0,0,0,0,0,0
b0979,0,0,0,0,0,0,0
b0981,0,0,0,0,0,0,0
b0982,0,0,0,0,0,0,0
b0983,0,0,0,0,0,0,0
b0984,0,0,0,0,0,0,0
b0985,0,0,0,0,0,0,0
b0986,0,0,0,0,0,0,0
b0987,0,0,0,0,0,0,0
b0988,0,0,0,0,0,0,0
b0989,0,0,0,0,0,0,0
b0991,0,0,0,0,0,0,0
b0992,0,0,0,0,0,0,0
b0993,0,0,0,0,0,0,0
b0994,0,0,0,0,0,0,0
b0996,0,0,0,0,0,0,0
b0997,0,0,0,0,0,0,0
b0998,0,0,0,0,0,0,0
b0999,0,0,0,0,0,0,0
b1001,0,0,0,0,0,0,0
b1006,0,0,0,0,0,0,0
b1007,0,0,0,0,0,0,0
b1008,0,0,0,0,0,0,0
b1009,0,0,0,0,0,0,0
b1010,0,0,0,0,0,0,0
b1011,0,0,0,0,0,0,0
b1012,0,0,0,0,0,0,0
b1013,0,0,0,0,0,0,0
b1020,0,0,0,0,0,0,0
b1021,0,0,0,0,0,0,0
b1022,0,0,0,0,0,0,0
b1024,0,0,0,0,0,0,0
b1025,0,0,0,0,0,0,0
b1026,0,0,0,0,0,0,0
b1027,0,0,0,0,0,0,0
b1029,0,0,0,0,0,0,0
b1036,0,0,0,0,0,0,0
b1038,0,0,0,0,0,0,0
b1039,0,0,0,0,0,0,0
b1041,0,0,0,0,0,0,0
b1042,0,0,0,0,0,0,0
b1043,0,0,0,0,0,0,0
b1044,0,0,0,0,0,0,0
b1046,0,0,0,0,0,0,0
b1047,0,0,0,0,0,0,0
b1050,0,0,0,0,0,0,0
b1053,0,0,0,0,0,0,0
b1057,0,0,0,0,0,0,0
b1058,0,0,0,0,0,0,0
b1060,0,0,0,0,0,0,0
b1065,0,0,0,0,0,0,0
b1069,0,0,0,0,0,0,0
b1070,0,0,0,0,0,0,0
b1072,0,0,0,0,0,0,0
b1073,0,0,0,0,0,0,0
b1074,0,0,0,0,0,0,0
b1075,0,0,0,0,0,0,0
b1077,0,0,0,0,0,0,0
b1078,0,0,0,0,0,0,0
b1080,0,0,0,0,0,0,0
b1081,0,0,0,0,0,0,0
b1082,0,0,0,0,0,0,0
b1083,0,0,0,0,0,0,0
b1085,0,0,0,0,0,0,0
