reaction_id,reaction_string,EC_number
XYLtex,D-Xylose ⇒ D-Xylose,
ZN2abcpp,ATP + H2O + Zinc ⇒ ADP + H+ + Phosphate + Zinc,3.6.3.5
ZN2t3pp,H+ + Zinc ⇒ H+ + Zinc,
ZN2tpp,Zinc ⇒ Zinc,
ZNabcpp,ATP + H2O + Zinc ⇒ ADP + H+ + Phosphate + Zinc,3.6.3.5
Zn2tex,Zinc ⇒ Zinc,
EX_ca2_e_reverse, ⇒ Calcium,
EX_cbl1_e_reverse, ⇒ Cob(I)alamin,
EX_cl_e_reverse, ⇒ Chloride,
EX_co2_e_reverse, ⇒ CO2,
EX_cobalt2_e_reverse, ⇒ Co2+,
EX_cu2_e_reverse, ⇒ Cu2+,
EX_fe2_e_reverse, ⇒ Fe2+,
EX_fe3_e_reverse, ⇒ Fe3+,
EX_glc__D_e_reverse, ⇒ D-Glucose,
EX_h_e_reverse, ⇒ H+,
EX_h2o_e_reverse, ⇒ H2O,
EX_k_e_reverse, ⇒ Potassium,
EX_mg2_e_reverse, ⇒ Magnesium,
EX_mn2_e_reverse, ⇒ Mn2+,
EX_mobd_e_reverse, ⇒ Molybdate,
EX_na1_e_reverse, ⇒ Sodium,
EX_nh4_e_reverse, ⇒ Ammonium,
EX_ni2_e_reverse, ⇒ Nickel,
EX_o2_e_reverse, ⇒ O2,
EX_pi_e_reverse, ⇒ Phosphate,
EX_sel_e_reverse, ⇒ Selenate,
EX_slnt_e_reverse, ⇒ Selenite,
EX_so4_e_reverse, ⇒ Sulfate,
EX_tungs_e_reverse, ⇒ Tungstate,
EX_zn2_e_reverse, ⇒ Zinc,
12PPDRtex_reverse,"(R)-Propane-1,2-diol ⇒ (R)-Propane-1,2-diol",
12PPDRtpp_reverse,"(R)-Propane-1,2-diol ⇒ (R)-Propane-1,2-diol",
12PPDStex_reverse,"(S)-Propane-1,2-diol ⇒ (S)-Propane-1,2-diol",
12PPDStpp_reverse,"(S)-Propane-1,2-diol ⇒ (S)-Propane-1,2-diol",
23CAMPtex_reverse,"2',3'-Cyclic AMP ⇒ 2',3'-Cyclic AMP",
23CCMPtex_reverse,"2',3'-Cyclic CMP ⇒ 2',3'-Cyclic CMP",
23CGMPtex_reverse,"2',3'-Cyclic GMP ⇒ 2',3'-Cyclic GMP",
23CUMPtex_reverse,"2',3'-Cyclic UMP ⇒ 2',3'-Cyclic UMP",
23DAPPAtex_reverse,"2,3-diaminopropionate ⇒ 2,3-diaminopropionate",
26DAHtex_reverse,"Meso-2,6-Diaminoheptanedioate ⇒ Meso-2,6-Diaminoheptanedioate",
34dhpactex_reverse,"3,4-Dihydroxyphenylacetaldehyde ⇒ 3,4-Dihydroxyphenylacetaldehyde",
3AMPtex_reverse,3'-AMP ⇒ 3'-AMP,
3CMPtex_reverse,3'-cmp ⇒ 3'-cmp,
3GMPtex_reverse,3'-GMP ⇒ 3'-GMP,
3HPPtex_reverse,3-Hydroxypropanoate ⇒ 3-Hydroxypropanoate,
3OAR100_reverse,(R)-3-Hydroxydecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate ⇒ 3-Oxodecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86
3OAR120_reverse,(R)-3-Hydroxydodecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate ⇒ 3-Oxododecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86
3OAR140_reverse,(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate ⇒ 3-Oxotetradecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86
3OAR160_reverse,R-3-hydroxypalmitoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate ⇒ 3-Oxohexadecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86
3OAR180_reverse,(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate ⇒ 3-Oxooctadecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,1.1.1.100
3OAR40_reverse,(3R)-3-Hydroxyacyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate ⇒ Acetoacetyl-ACP + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,1.1.1.100
3OAR60_reverse,(R)-3-Hydroxyhexanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate ⇒ 3-Oxohexanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86
3OAR80_reverse,(R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate ⇒ 3-Oxooctanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86
3PEPTtex_reverse,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate ⇒ L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",
3UMPtex_reverse,3'-UMP ⇒ 3'-UMP,
4HOXPACDtex_reverse,4-Hydroxyphenylacetaldehyde ⇒ 4-Hydroxyphenylacetaldehyde,
4PEPTtex_reverse,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine ⇒ L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",
5DGLCNR_reverse,D-Gluconate + Nicotinamide adenine dinucleotide phosphate ⇒ 5-Dehydro-D-gluconate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,1.1.1.69
5DGLCNt2rpp_reverse,5-Dehydro-D-gluconate + H+ ⇒ 5-Dehydro-D-gluconate + H+,
5DGLCNtex_reverse,5-Dehydro-D-gluconate ⇒ 5-Dehydro-D-gluconate,
5MTRtex_reverse,5-Methylthio-D-ribose ⇒ 5-Methylthio-D-ribose,
A5PISO_reverse,D-Arabinose 5-phosphate ⇒ D-Ribulose 5-phosphate,5.3.1.13
ABUTtex_reverse,4-Aminobutanoate ⇒ 4-Aminobutanoate,
ACACT1r_reverse,Acetoacetyl-CoA + Coenzyme A ⇒ 2.0 Acetyl-CoA,2.3.1.9
ACACT2r_reverse,3-Oxohexanoyl-CoA + Coenzyme A ⇒ Acetyl-CoA + Butanoyl-CoA,2.3.1.9
ACACT3r_reverse,3-Oxooctanoyl-CoA + Coenzyme A ⇒ Acetyl-CoA + Hexanoyl-CoA (n-C6:0CoA),2.3.1.9
ACACT4r_reverse,3-Oxodecanoyl-CoA + Coenzyme A ⇒ Acetyl-CoA + Octanoyl-CoA (n-C8:0CoA),2.3.1.9
ACACT5r_reverse,3-Oxododecanoyl-CoA + Coenzyme A ⇒ Acetyl-CoA + Decanoyl-CoA (n-C10:0CoA),2.3.1.9
ACACT6r_reverse,3-Oxotetradecanoyl-CoA + Coenzyme A ⇒ Acetyl-CoA + Dodecanoyl-CoA (n-C12:0CoA),2.3.1.9
ACACT7r_reverse,3-Oxohexadecanoyl-CoA + Coenzyme A ⇒ Acetyl-CoA + Tetradecanoyl-CoA (n-C14:0CoA),2.3.1.9
ACACT8r_reverse,Acetyl-CoA + Palmitoyl-CoA (n-C16:0CoA) ⇒ 3-Oxooctadecanoyl-CoA + Coenzyme A,
ACACt2pp_reverse,Acetoacetate + H+ ⇒ Acetoacetate + H+,
ACACtex_reverse,Acetoacetate ⇒ Acetoacetate,
ACALD_reverse,Acetyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ Acetaldehyde + Coenzyme A + Nicotinamide adenine dinucleotide,1.2.1.10
ACALDtex_reverse,Acetaldehyde ⇒ Acetaldehyde,
ACALDtpp_reverse,Acetaldehyde ⇒ Acetaldehyde,
ACGAL1Ptex_reverse,N-Acetyl-D-galactosamine 1-phosphate ⇒ N-Acetyl-D-galactosamine 1-phosphate,
ACGALtex_reverse,N-Acetyl-D-galactosamine ⇒ N-Acetyl-D-galactosamine,
ACGAM1Ptex_reverse,N-Acetyl-D-glucosamine 1-phosphate ⇒ N-Acetyl-D-glucosamine 1-phosphate,
ACGAtex_reverse,N-Acetyl-D-glucosamine ⇒ N-Acetyl-D-glucosamine,
ACKr_reverse,Acetyl phosphate + ADP ⇒ Acetate + ATP,2.7.2.15
ACMANAtex_reverse,N-Acetyl-D-mannosamine ⇒ N-Acetyl-D-mannosamine,
ACNAMtex_reverse,N-Acetylneuraminate ⇒ N-Acetylneuraminate,
ACOAD1f_reverse,Crotonoyl-CoA + Flavin adenine dinucleotide reduced ⇒ Butanoyl-CoA + Flavin adenine dinucleotide oxidized,1.3.99.3
ACOAD2f_reverse,Flavin adenine dinucleotide reduced + Trans-Hex-2-enoyl-CoA ⇒ Flavin adenine dinucleotide oxidized + Hexanoyl-CoA (n-C6:0CoA),1.3.99.3
ACOAD3f_reverse,Flavin adenine dinucleotide reduced + Trans-Oct-2-enoyl-CoA ⇒ Flavin adenine dinucleotide oxidized + Octanoyl-CoA (n-C8:0CoA),1.3.99.3
ACOAD4f_reverse,Trans-Dec-2-enoyl-CoA + Flavin adenine dinucleotide reduced ⇒ Decanoyl-CoA (n-C10:0CoA) + Flavin adenine dinucleotide oxidized,1.3.99.3
ACOAD5f_reverse,Trans-Dodec-2-enoyl-CoA + Flavin adenine dinucleotide reduced ⇒ Dodecanoyl-CoA (n-C12:0CoA) + Flavin adenine dinucleotide oxidized,1.3.99.3
ACOAD6f_reverse,Flavin adenine dinucleotide reduced + Trans-Tetradec-2-enoyl-CoA ⇒ Flavin adenine dinucleotide oxidized + Tetradecanoyl-CoA (n-C14:0CoA),1.3.99.3
ACOAD7f_reverse,Flavin adenine dinucleotide reduced + Trans-Hexadec-2-enoyl-CoA ⇒ Flavin adenine dinucleotide oxidized + Palmitoyl-CoA (n-C16:0CoA),1.3.99.3
ACOAD8f_reverse,Flavin adenine dinucleotide reduced + Trans-Octadec-2-enoyl-CoA ⇒ Flavin adenine dinucleotide oxidized + Stearoyl-CoA (n-C18:0CoA),
ACOATA_reverse,Acetyl-ACP + Coenzyme A ⇒ Acyl carrier protein + Acetyl-CoA,2.3.1.86
ACONIs_reverse,Cis-Aconitate ⇒ Trans-Aconitate,5.3.3.7
ACONTa_reverse,Cis-Aconitate + H2O ⇒ Citrate,4.2.1.3
ACONTb_reverse,Isocitrate ⇒ Cis-Aconitate + H2O,4.2.1.3
ACOTA_reverse,N-Acetyl-L-glutamate 5-semialdehyde + L-Glutamate ⇒ N2-Acetyl-L-ornithine + 2-Oxoglutarate,2.6.1.11
ACSERtex_reverse,O-Acetyl-L-serine ⇒ O-Acetyl-L-serine,
ACt2rpp_reverse,Acetate + H+ ⇒ Acetate + H+,
ACtex_reverse,Acetate ⇒ Acetate,
ADEt2rpp_reverse,Adenine + H+ ⇒ Adenine + H+,
ADEtex_reverse,Adenine ⇒ Adenine,
ADK1_reverse,2.0 ADP ⇒ AMP + ATP,2.7.4.3
ADK3_reverse,ADP + GDP ⇒ AMP + GTP,2.7.4.4
ADK4_reverse,ADP + IDP ⇒ AMP + ITP,
ADNt2pp_copy2_reverse,Adenosine + H+ ⇒ Adenosine + H+,
ADNtex_reverse,Adenosine ⇒ Adenosine,
ADSL1r_reverse,"AMP + Fumarate ⇒ N6-(1,2-Dicarboxyethyl)-AMP",4.3.2.2
ADSL2r_reverse,5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide + Fumarate ⇒ (S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate,4.3.2.2
AGMtex_reverse,Agmatine ⇒ Agmatine,
AGPR_reverse,N-Acetyl-L-glutamyl 5-phosphate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ N-Acetyl-L-glutamate 5-semialdehyde + Nicotinamide adenine dinucleotide phosphate + Phosphate,1.2.1.38
AICART_reverse,"5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide + 5,6,7,8-Tetrahydrofolate ⇒ 10-Formyltetrahydrofolate + 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide",2.1.2.3
AIRC3_reverse,5-phosphoribosyl-5-carboxyaminoimidazole ⇒ 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate,5.4.99.18
AKGt2rpp_reverse,2-Oxoglutarate + H+ ⇒ 2-Oxoglutarate + H+,
AKGtex_reverse,2-Oxoglutarate ⇒ 2-Oxoglutarate,
ALAALAr_reverse,ADP + D-Alanyl-D-alanine + H+ + Phosphate ⇒ 2.0 D-Alanine + ATP,6.3.2.4
ALAALAtex_reverse,D-Alanyl-D-alanine ⇒ D-Alanyl-D-alanine,
ALAGLUE_reverse,L-alanine-L-glutamate ⇒ L-alanine-D-glutamate,5.1.1.20
ALAR_reverse,D-Alanine ⇒ L-Alanine,5.1.1.1
ALATA_L_reverse,L-Glutamate + Pyruvate ⇒ 2-Oxoglutarate + L-Alanine,2.6.1.2
ALAt2pp_copy2_reverse,L-Alanine + H+ ⇒ L-Alanine + H+,
ALAtex_reverse,L-Alanine ⇒ L-Alanine,
ALCD19_reverse,Glycerol + Nicotinamide adenine dinucleotide ⇒ D-Glyceraldehyde + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.72
ALCD2x_reverse,Acetaldehyde + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ Ethanol + Nicotinamide adenine dinucleotide,1.1.1.71
ALDD19xr_reverse,2.0 H+ + Nicotinamide adenine dinucleotide - reduced + Phenylacetic acid ⇒ H2O + Nicotinamide adenine dinucleotide + Phenylacetaldehyde,1.2.1.5
ALLPI_reverse,Allulose 6-phosphate ⇒ D-Allose 6-phosphate,
ALLTNt2rpp_reverse,Allantoin + H+ ⇒ Allantoin + H+,
ALLTNtex_reverse,Allantoin ⇒ Allantoin,
ALLULPE_reverse,D-Fructose 6-phosphate ⇒ Allulose 6-phosphate,
ALLtex_reverse,D-Allose ⇒ D-Allose,
AMANAPEr_reverse,N-Acetyl-D-glucosamine 6-phosphate ⇒ N-Acetyl-D-mannosamine 6-phosphate,5.1.3.9
AMAOTr_reverse,"S-Adenosyl-4-methylthio-2-oxobutanoate + 7,8-Diaminononanoate ⇒ 8-Amino-7-oxononanoate + S-Adenosyl-L-methionine",2.6.1.62
AMPtex_reverse,AMP ⇒ AMP,
ANHGMtex_reverse,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid ⇒ N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid,
APPLDHr_reverse,1-Aminopropan-2-ol + Nicotinamide adenine dinucleotide ⇒ Aminoacetone + H+ + Nicotinamide adenine dinucleotide - reduced,2.3.1.37
ARAI_reverse,L-Ribulose ⇒ L-Arabinose,5.3.1.4
ARBt2rpp_reverse,L-Arabinose + H+ ⇒ L-Arabinose + H+,
ARBtex_reverse,L-Arabinose ⇒ L-Arabinose,
ARGAGMt7pp_reverse,Agmatine + L-Arginine ⇒ Agmatine + L-Arginine,
ARGORNt7pp_reverse,L-Arginine + Ornithine ⇒ L-Arginine + Ornithine,
ARGSL_reverse,L-Arginine + Fumarate ⇒ N(omega)-(L-Arginino)succinate,4.3.2.1
ARGtex_reverse,L-Arginine ⇒ L-Arginine,
ASAD_reverse,4-Phospho-L-aspartate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ L-Aspartate 4-semialdehyde + Nicotinamide adenine dinucleotide phosphate + Phosphate,1.2.1.11
ASCBtex_reverse,L-Ascorbate ⇒ L-Ascorbate,
ASNt2rpp_reverse,L-Asparagine + H+ ⇒ L-Asparagine + H+,
ASNtex_reverse,L-Asparagine ⇒ L-Asparagine,
ASO3tex_reverse,Arsenite ⇒ Arsenite,
ASPK_reverse,4-Phospho-L-aspartate + ADP ⇒ L-Aspartate + ATP,2.7.2.4
ASPTA_reverse,L-Glutamate + Oxaloacetate ⇒ 2-Oxoglutarate + L-Aspartate,2.6.1.1
ASPt2pp_copy2_reverse,L-Aspartate + H+ ⇒ L-Aspartate + H+,
ASPtex_reverse,L-Aspartate ⇒ L-Aspartate,
ATHRDHr_reverse,L-2-Amino-3-oxobutanoate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ L-Allo-threonine + Nicotinamide adenine dinucleotide phosphate,1.1.1.381
ATPS4rpp_reverse,ATP + H2O + 3.0 H+ ⇒ ADP + 4.0 H+ + Phosphate,3.6.3.14
BALAtex_reverse,Beta-Alanine ⇒ Beta-Alanine,
BTNtex_reverse,Biotin ⇒ Biotin,
BUTSO3tex_reverse,Butanesulfonate ⇒ Butanesulfonate,
BUTt2rpp_reverse,Butyrate (n-C4:0) + H+ ⇒ Butyrate (n-C4:0) + H+,
BUTtex_reverse,Butyrate (n-C4:0) ⇒ Butyrate (n-C4:0),
CA2tex_reverse,Calcium ⇒ Calcium,
CAt6pp_reverse,Calcium + Sodium ⇒ Calcium + Sodium,
CBIAT_reverse,Adenosyl cobinamide + Inorganic triphosphate ⇒ ATP + Cobinamide + H+,2.5.1.17
CBLAT_reverse,Adenosylcobalamin + Inorganic triphosphate ⇒ ATP + Cob(I)alamin + H+,2.5.1.17
CBMKr_reverse,ADP + Carbamoyl phosphate + 2.0 H+ ⇒ ATP + CO2 + Ammonium,2.7.2.2
CD2tex_reverse,Cadmium ⇒ Cadmium,
CGLYtex_reverse,Cys-Gly ⇒ Cys-Gly,
CHLtex_reverse,Choline ⇒ Choline,
CHTBStex_reverse,"N,N'-diacetylchitobiose ⇒ N,N'-diacetylchitobiose",
CITtex_reverse,Citrate ⇒ Citrate,
CLPNS120pp_reverse,"Cardiolipin (tetradodecanoyl, n-C12:0) + Glycerol ⇒ 2.0 Phosphatidylglycerol (didodecanoyl, n-C12:0)",
CLPNS140pp_reverse,"Cardiolipin (tetratetradecanoyl, n-C14:0) + Glycerol ⇒ 2.0 Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",
CLPNS141pp_reverse,"Cardiolipin (tetratetradec-7-enoyl, n-C14:1) + Glycerol ⇒ 2.0 Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",
CLPNS160pp_reverse,"Cardiolipin (tetrahexadecanoyl, n-C16:0) + Glycerol ⇒ 2.0 Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",
CLPNS161pp_reverse,"Cardiolipin (tetrahexadec-9-enoyl, n-C16:1) + Glycerol ⇒ 2.0 Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",
CLPNS180pp_reverse,"Cardiolipin (tetraoctadecanoyl, n-C18:0) + Glycerol ⇒ 2.0 Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",
CLPNS181pp_reverse,"Cardiolipin (tetraoctadec-11-enoyl, n-C18:1) + Glycerol ⇒ 2.0 Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",
CLtex_reverse,Chloride ⇒ Chloride,
CMPtex_reverse,CMP ⇒ CMP,
CMtex_reverse,Chloramphenicol ⇒ Chloramphenicol,
CO2tex_reverse,CO2 ⇒ CO2,
CO2tpp_reverse,CO2 ⇒ CO2,
COBALT2tex_reverse,Co2+ ⇒ Co2+,
CRNBTCT_reverse,L-Carnitinyl-CoA + Gamma-butyrobetaine ⇒ Gamma-butyrobetainyl-CoA + L-Carnitine,2.8.3.21
CRNCAR_reverse,D-carnitinyl-CoA ⇒ L-Carnitinyl-CoA,5.1.1
CRNCBCT_reverse,L-Carnitinyl-CoA + Crotonobetaine ⇒ L-Carnitine + Crotonobetainyl-CoA,2.8.3.21
CRNCDH_reverse,Crotonobetainyl-CoA + H2O ⇒ L-Carnitinyl-CoA,4.2.1.149
CRNDt2rpp_reverse,D-Carnitine + H+ ⇒ D-Carnitine + H+,
CRNDtex_reverse,D-Carnitine ⇒ D-Carnitine,
CRNt2rpp_reverse,L-Carnitine + H+ ⇒ L-Carnitine + H+,
CRNtex_reverse,L-Carnitine ⇒ L-Carnitine,
CSNtex_reverse,Cytosine ⇒ Cytosine,
CTBTt2rpp_reverse,Crotonobetaine + H+ ⇒ Crotonobetaine + H+,
CTECOAI6_reverse,Trans-Tetradec-2-enoyl-CoA ⇒ Tetradecenoyl-CoA (n-C14:1CoA),5.3.3.8
CTECOAI7_reverse,Trans-Hexadec-2-enoyl-CoA ⇒ Hexadecenoyl-CoA (n-C16:1CoA),5.3.3.8
CTECOAI8_reverse,Trans-Octadec-2-enoyl-CoA ⇒ Octadecenoyl-CoA (n-C18:1CoA),5.3.3.8
CU2tex_reverse,Cu2+ ⇒ Cu2+,
CUtex_reverse,Cu+ ⇒ Cu+,
CYANtex_reverse,Hydrogen cyanide ⇒ Hydrogen cyanide,
CYNTtex_reverse,Cyanate ⇒ Cyanate,
CYSDtex_reverse,D-Cysteine ⇒ D-Cysteine,
CYStex_reverse,L-Cysteine ⇒ L-Cysteine,
CYTDt2pp_copy2_reverse,Cytidine + H+ ⇒ Cytidine + H+,
CYTDtex_reverse,Cytidine ⇒ Cytidine,
CYTK1_reverse,ADP + CDP ⇒ ATP + CMP,2.7.4.25
CYTK2_reverse,ADP + DCDP ⇒ ATP + DCMP,2.7.4.25
D_LACt2pp_reverse,H+ + D-Lactate ⇒ H+ + D-Lactate,
D_LACtex_reverse,D-Lactate ⇒ D-Lactate,
DADK_reverse,ADP + DADP ⇒ ATP + DAMP,2.7.4.3
DADNtex_reverse,Deoxyadenosine ⇒ Deoxyadenosine,
DALAtex_reverse,D-Alanine ⇒ D-Alanine,
DAMPtex_reverse,DAMP ⇒ DAMP,
DAPE_reverse,"Meso-2,6-Diaminoheptanedioate ⇒ LL-2,6-Diaminoheptanedioate",5.1.1.7
DAPtex_reverse,"1,5-Diaminopentane ⇒ 1,5-Diaminopentane",
DCAtex_reverse,Decanoate (n-C10:0) ⇒ Decanoate (n-C10:0),
DCMPtex_reverse,DCMP ⇒ DCMP,
DCYTtex_reverse,Deoxycytidine ⇒ Deoxycytidine,
DDGLCNt2rpp_reverse,2-Dehydro-3-deoxy-D-gluconate + H+ ⇒ 2-Dehydro-3-deoxy-D-gluconate + H+,
DDGLCNtex_reverse,2-Dehydro-3-deoxy-D-gluconate ⇒ 2-Dehydro-3-deoxy-D-gluconate,
DDPGALA_reverse,Glyceraldehyde 3-phosphate + Pyruvate ⇒ 2-Dehydro-3-deoxy-D-galactonate 6-phosphate,4.1.2.55
DGK1_reverse,ADP + DGDP ⇒ ATP + DGMP,2.7.4.8
DGMPtex_reverse,DGMP ⇒ DGMP,
DGSNtex_reverse,Deoxyguanosine ⇒ Deoxyguanosine,
DHACOAH_reverse,"(3S)-3-Hydroxyadipyl-CoA ⇒ 2,3-dehydroadipyl-CoA + H2O",4.2.1.17
DHAtex_reverse,Dihydroxyacetone ⇒ Dihydroxyacetone,
DHAtpp_reverse,Dihydroxyacetone ⇒ Dihydroxyacetone,
DHBD_reverse,"2,3-Dihydroxybenzoate + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ 2,3-Dihydro-2,3-dihydroxybenzoate + Nicotinamide adenine dinucleotide",1.3.1.28
DHFR_reverse,"Nicotinamide adenine dinucleotide phosphate + 5,6,7,8-Tetrahydrofolate ⇒ 7,8-Dihydrofolate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced",1.5.1.3
DHNPA2r_reverse,6-hydroxymethyl dihydropterin + Glycolaldehyde ⇒ Dihydroneopterin,4.1.2.25
DHNPTE_reverse,Dihydromonapterin ⇒ Dihydroneopterin,
DHORTS_reverse,N-Carbamoyl-L-aspartate + H+ ⇒ (S)-Dihydroorotate + H2O,3.5.2.3
DHPTPE_reverse,"Dihydromonapterin-triphosphate ⇒ 2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate",5.1.99.d
DIMPtex_reverse,DIMP ⇒ DIMP,
DINStex_reverse,Deoxyinosine ⇒ Deoxyinosine,
DMSOtex_reverse,Dimethyl sulfoxide ⇒ Dimethyl sulfoxide,
DMSOtpp_reverse,Dimethyl sulfoxide ⇒ Dimethyl sulfoxide,
DMStex_reverse,Dimethyl sulfide ⇒ Dimethyl sulfide,
DOPAtex_reverse,Dopamine ⇒ Dopamine,
DOXRBCNtex_reverse,Doxorubicin ⇒ Doxorubicin,
DSERDHr_reverse,2-Aminomalonate semialdehyde + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Nicotinamide adenine dinucleotide phosphate + D-Serine,
DSERtex_reverse,D-Serine ⇒ D-Serine,
DTMPK_reverse,ADP + DTDP ⇒ ATP + DTMP,2.7.4.9
DTMPtex_reverse,DTMP ⇒ DTMP,
DUMPtex_reverse,DUMP ⇒ DUMP,
DURADx_reverse,"H+ + Nicotinamide adenine dinucleotide - reduced + Uracil ⇒ 5,6-dihydrouracil + Nicotinamide adenine dinucleotide",1.3.1.1
DURIPP_reverse,2-Deoxy-D-ribose 1-phosphate + Uracil ⇒ Deoxyuridine + Phosphate,2.4.2.4
DURItex_reverse,Deoxyuridine ⇒ Deoxyuridine,
E4PD_reverse,4-Phospho-D-erythronate + 2.0 H+ + Nicotinamide adenine dinucleotide - reduced ⇒ D-Erythrose 4-phosphate + H2O + Nicotinamide adenine dinucleotide,1.2.1.72
ECOAH1_reverse,Crotonoyl-CoA + H2O ⇒ (S)-3-Hydroxybutanoyl-CoA,4.2.1.55
ECOAH2_reverse,H2O + Trans-Hex-2-enoyl-CoA ⇒ (S)-3-Hydroxyhexanoyl-CoA,4.2.1.74
ECOAH3_reverse,H2O + Trans-Oct-2-enoyl-CoA ⇒ (S)-3-Hydroxyoctanoyl-CoA,4.2.1.74
ECOAH4_reverse,Trans-Dec-2-enoyl-CoA + H2O ⇒ (S)-3-Hydroxydecanoyl-CoA,4.2.1.74
ECOAH5_reverse,Trans-Dodec-2-enoyl-CoA + H2O ⇒ (S)-3-Hydroxydodecanoyl-CoA,4.2.1.74
ECOAH6_reverse,H2O + Trans-Tetradec-2-enoyl-CoA ⇒ (S)-3-Hydroxytetradecanoyl-CoA,4.2.1.74
ECOAH7_reverse,H2O + Trans-Hexadec-2-enoyl-CoA ⇒ (S)-3-Hydroxyhexadecanoyl-CoA,4.2.1.74
ECOAH8_reverse,H2O + Trans-Octadec-2-enoyl-CoA ⇒ (S)-3-Hydroxyoctadecanoyl-CoA,4.2.1.134
ENO_reverse,H2O + Phosphoenolpyruvate ⇒ D-Glycerate 2-phosphate,4.2.1.11
ETHAtex_reverse,Ethanolamine ⇒ Ethanolamine,
ETHSO3tex_reverse,Ethanesulfonate ⇒ Ethanesulfonate,
ETOHtex_reverse,Ethanol ⇒ Ethanol,
ETOHtrpp_reverse,Ethanol ⇒ Ethanol,
F6PA_reverse,Dihydroxyacetone + Glyceraldehyde 3-phosphate ⇒ D-Fructose 6-phosphate,
F6Ptex_reverse,D-Fructose 6-phosphate ⇒ D-Fructose 6-phosphate,
FALDH2_reverse,S-Formylglutathione + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ Hydroxymethylglutathione + Nicotinamide adenine dinucleotide,
FALDtex_reverse,Formaldehyde ⇒ Formaldehyde,
FALDtpp_reverse,Formaldehyde ⇒ Formaldehyde,
FALGTHLs_reverse,Hydroxymethylglutathione ⇒ Formaldehyde + Reduced glutathione,
FBA_reverse,"Dihydroxyacetone phosphate + Glyceraldehyde 3-phosphate ⇒ D-Fructose 1,6-bisphosphate",4.1.2.13
FBA3_reverse,"Dihydroxyacetone phosphate + D-Erythrose 4-phosphate ⇒ Sedoheptulose 1,7-bisphosphate",4.1.2.13
FCI_reverse,L-fuculose ⇒ L-Fucose,5.3.1.3
FCLPA_reverse,Dihydroxyacetone phosphate + L-Lactaldehyde ⇒ L-Fuculose 1-phosphate,4.1.2.17
