,BIGG_id,reaction_id,reaction_string,EC_number
2777,CYTDt2pp_copy2,CYTDt2pp_copy2_reverse,Cytidine + H+ ⇒ Cytidine + H+,
2778,CYTDtex,CYTDtex_reverse,Cytidine ⇒ Cytidine,
2779,CYTK1,CYTK1_reverse,ADP + CDP ⇒ ATP + CMP,2.7.4.25
2780,CYTK2,CYTK2_reverse,ADP + DCDP ⇒ ATP + DCMP,2.7.4.25
2781,D_LACt2pp,D_LACt2pp_reverse,H+ + D-Lactate ⇒ H+ + D-Lactate,
2782,D_LACtex,D_LACtex_reverse,D-Lactate ⇒ D-Lactate,
2783,DADK,DADK_reverse,ADP + DADP ⇒ ATP + DAMP,2.7.4.3
2784,DADNtex,DADNtex_reverse,Deoxyadenosine ⇒ Deoxyadenosine,
2785,DALAtex,DALAtex_reverse,D-Alanine ⇒ D-Alanine,
2786,DAMPtex,DAMPtex_reverse,DAMP ⇒ DAMP,
2787,DAPE,DAPE_reverse,"Meso-2,6-Diaminoheptanedioate ⇒ LL-2,6-Diaminoheptanedioate",5.1.1.7
2788,DAPtex,DAPtex_reverse,"1,5-Diaminopentane ⇒ 1,5-Diaminopentane",
2789,DCAtex,DCAtex_reverse,Decanoate (n-C10:0) ⇒ Decanoate (n-C10:0),
2790,DCMPtex,DCMPtex_reverse,DCMP ⇒ DCMP,
2791,DCYTtex,DCYTtex_reverse,Deoxycytidine ⇒ Deoxycytidine,
2792,DDGLCNt2rpp,DDGLCNt2rpp_reverse,2-Dehydro-3-deoxy-D-gluconate + H+ ⇒ 2-Dehydro-3-deoxy-D-gluconate + H+,
2793,DDGLCNtex,DDGLCNtex_reverse,2-Dehydro-3-deoxy-D-gluconate ⇒ 2-Dehydro-3-deoxy-D-gluconate,
2794,DDPGALA,DDPGALA_reverse,Glyceraldehyde 3-phosphate + Pyruvate ⇒ 2-Dehydro-3-deoxy-D-galactonate 6-phosphate,4.1.2.55
2795,DGK1,DGK1_reverse,ADP + DGDP ⇒ ATP + DGMP,2.7.4.8
2796,DGMPtex,DGMPtex_reverse,DGMP ⇒ DGMP,
2797,DGSNtex,DGSNtex_reverse,Deoxyguanosine ⇒ Deoxyguanosine,
2798,DHACOAH,DHACOAH_reverse,"(3S)-3-Hydroxyadipyl-CoA ⇒ 2,3-dehydroadipyl-CoA + H2O",4.2.1.17
2799,DHAtex,DHAtex_reverse,Dihydroxyacetone ⇒ Dihydroxyacetone,
2800,DHAtpp,DHAtpp_reverse,Dihydroxyacetone ⇒ Dihydroxyacetone,
2801,DHBD,DHBD_reverse,"2,3-Dihydroxybenzoate + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ 2,3-Dihydro-2,3-dihydroxybenzoate + Nicotinamide adenine dinucleotide",1.3.1.28
2802,DHFR,DHFR_reverse,"Nicotinamide adenine dinucleotide phosphate + 5,6,7,8-Tetrahydrofolate ⇒ 7,8-Dihydrofolate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced",1.5.1.3
2803,DHNPA2r,DHNPA2r_reverse,6-hydroxymethyl dihydropterin + Glycolaldehyde ⇒ Dihydroneopterin,4.1.2.25
2804,DHNPTE,DHNPTE_reverse,Dihydromonapterin ⇒ Dihydroneopterin,
2805,DHORTS,DHORTS_reverse,N-Carbamoyl-L-aspartate + H+ ⇒ (S)-Dihydroorotate + H2O,3.5.2.3
2806,DHPTPE,DHPTPE_reverse,"Dihydromonapterin-triphosphate ⇒ 2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate",5.1.99.d
2807,DIMPtex,DIMPtex_reverse,DIMP ⇒ DIMP,
2808,DINStex,DINStex_reverse,Deoxyinosine ⇒ Deoxyinosine,
2809,DMSOtex,DMSOtex_reverse,Dimethyl sulfoxide ⇒ Dimethyl sulfoxide,
2810,DMSOtpp,DMSOtpp_reverse,Dimethyl sulfoxide ⇒ Dimethyl sulfoxide,
2811,DMStex,DMStex_reverse,Dimethyl sulfide ⇒ Dimethyl sulfide,
2812,DOPAtex,DOPAtex_reverse,Dopamine ⇒ Dopamine,
2813,DOXRBCNtex,DOXRBCNtex_reverse,Doxorubicin ⇒ Doxorubicin,
2814,DSERDHr,DSERDHr_reverse,2-Aminomalonate semialdehyde + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Nicotinamide adenine dinucleotide phosphate + D-Serine,
2815,DSERtex,DSERtex_reverse,D-Serine ⇒ D-Serine,
2816,DTMPK,DTMPK_reverse,ADP + DTDP ⇒ ATP + DTMP,2.7.4.9
2817,DTMPtex,DTMPtex_reverse,DTMP ⇒ DTMP,
2818,DUMPtex,DUMPtex_reverse,DUMP ⇒ DUMP,
2819,DURADx,DURADx_reverse,"H+ + Nicotinamide adenine dinucleotide - reduced + Uracil ⇒ 5,6-dihydrouracil + Nicotinamide adenine dinucleotide",1.3.1.1
2820,DURIPP,DURIPP_reverse,2-Deoxy-D-ribose 1-phosphate + Uracil ⇒ Deoxyuridine + Phosphate,2.4.2.4
2821,DURItex,DURItex_reverse,Deoxyuridine ⇒ Deoxyuridine,
2822,E4PD,E4PD_reverse,4-Phospho-D-erythronate + 2.0 H+ + Nicotinamide adenine dinucleotide - reduced ⇒ D-Erythrose 4-phosphate + H2O + Nicotinamide adenine dinucleotide,1.2.1.72
2823,ECOAH1,ECOAH1_reverse,Crotonoyl-CoA + H2O ⇒ (S)-3-Hydroxybutanoyl-CoA,4.2.1.55
2824,ECOAH2,ECOAH2_reverse,H2O + Trans-Hex-2-enoyl-CoA ⇒ (S)-3-Hydroxyhexanoyl-CoA,4.2.1.74
2825,ECOAH3,ECOAH3_reverse,H2O + Trans-Oct-2-enoyl-CoA ⇒ (S)-3-Hydroxyoctanoyl-CoA,4.2.1.74
2826,ECOAH4,ECOAH4_reverse,Trans-Dec-2-enoyl-CoA + H2O ⇒ (S)-3-Hydroxydecanoyl-CoA,4.2.1.74
2827,ECOAH5,ECOAH5_reverse,Trans-Dodec-2-enoyl-CoA + H2O ⇒ (S)-3-Hydroxydodecanoyl-CoA,4.2.1.74
2828,ECOAH6,ECOAH6_reverse,H2O + Trans-Tetradec-2-enoyl-CoA ⇒ (S)-3-Hydroxytetradecanoyl-CoA,4.2.1.74
2829,ECOAH7,ECOAH7_reverse,H2O + Trans-Hexadec-2-enoyl-CoA ⇒ (S)-3-Hydroxyhexadecanoyl-CoA,4.2.1.74
2830,ECOAH8,ECOAH8_reverse,H2O + Trans-Octadec-2-enoyl-CoA ⇒ (S)-3-Hydroxyoctadecanoyl-CoA,4.2.1.134
2831,ENO,ENO_reverse,H2O + Phosphoenolpyruvate ⇒ D-Glycerate 2-phosphate,4.2.1.11
2832,ETHAtex,ETHAtex_reverse,Ethanolamine ⇒ Ethanolamine,
2833,ETHSO3tex,ETHSO3tex_reverse,Ethanesulfonate ⇒ Ethanesulfonate,
2834,ETOHtex,ETOHtex_reverse,Ethanol ⇒ Ethanol,
2835,ETOHtrpp,ETOHtrpp_reverse,Ethanol ⇒ Ethanol,
2836,F6PA,F6PA_reverse,Dihydroxyacetone + Glyceraldehyde 3-phosphate ⇒ D-Fructose 6-phosphate,
2837,F6Ptex,F6Ptex_reverse,D-Fructose 6-phosphate ⇒ D-Fructose 6-phosphate,
2838,FALDH2,FALDH2_reverse,S-Formylglutathione + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ Hydroxymethylglutathione + Nicotinamide adenine dinucleotide,
2839,FALDtex,FALDtex_reverse,Formaldehyde ⇒ Formaldehyde,
2840,FALDtpp,FALDtpp_reverse,Formaldehyde ⇒ Formaldehyde,
2841,FALGTHLs,FALGTHLs_reverse,Hydroxymethylglutathione ⇒ Formaldehyde + Reduced glutathione,
2842,FBA,FBA_reverse,"Dihydroxyacetone phosphate + Glyceraldehyde 3-phosphate ⇒ D-Fructose 1,6-bisphosphate",4.1.2.13
2843,FBA3,FBA3_reverse,"Dihydroxyacetone phosphate + D-Erythrose 4-phosphate ⇒ Sedoheptulose 1,7-bisphosphate",4.1.2.13
2844,FCI,FCI_reverse,L-fuculose ⇒ L-Fucose,5.3.1.3
2845,FCLPA,FCLPA_reverse,Dihydroxyacetone phosphate + L-Lactaldehyde ⇒ L-Fuculose 1-phosphate,4.1.2.17
2846,FE2tex,FE2tex_reverse,Fe2+ ⇒ Fe2+,
2847,FE3tex,FE3tex_reverse,Fe3+ ⇒ Fe3+,
2848,FORCT,FORCT_reverse,Formate + Oxalyl-CoA ⇒ Formyl-CoA + Oxalate,2.8.3.16
2849,FORtex,FORtex_reverse,Formate ⇒ Formate,
2850,FRULYSDG,FRULYSDG_reverse,D-Glucose 6-phosphate + L-Lysine ⇒ Fructoselysine Phosphate + H2O,
2851,FRULYSE,FRULYSE_reverse,Fructoselysine ⇒ Psicoselysine,
2852,FRULYStex,FRULYStex_reverse,Fructoselysine ⇒ Fructoselysine,
2853,FRUURt2rpp,FRUURt2rpp_reverse,D-Fructuronate + H+ ⇒ D-Fructuronate + H+,
2854,FRUURtex,FRUURtex_reverse,D-Fructuronate ⇒ D-Fructuronate,
2855,FRUtex,FRUtex_reverse,D-Fructose ⇒ D-Fructose,
2856,FUCtex,FUCtex_reverse,L-Fucose ⇒ L-Fucose,
2857,FUCtpp,FUCtpp_reverse,L-Fucose + H+ ⇒ L-Fucose + H+,
2858,FUM,FUM_reverse,L-Malate ⇒ Fumarate + H2O,4.2.1.2
2859,FUMtex,FUMtex_reverse,Fumarate ⇒ Fumarate,
2860,FUSAtex,FUSAtex_reverse,Fusidic acid ⇒ Fusidic acid,
2861,G1Ptex,G1Ptex_reverse,D-Glucose 1-phosphate ⇒ D-Glucose 1-phosphate,
2862,G1SAT,G1SAT_reverse,5-Amino-4-oxopentanoate ⇒ L-Glutamate 1-semialdehyde,5.4.3.8
2863,G3PCtex,G3PCtex_reverse,Sn-Glycero-3-phosphocholine ⇒ Sn-Glycero-3-phosphocholine,
2864,G3PD2,G3PD2_reverse,Dihydroxyacetone phosphate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Glycerol 3-phosphate + Nicotinamide adenine dinucleotide phosphate,1.1.1.94
2865,G3PEtex,G3PEtex_reverse,Sn-Glycero-3-phosphoethanolamine ⇒ Sn-Glycero-3-phosphoethanolamine,
2866,G3PGtex,G3PGtex_reverse,Glycerophosphoglycerol ⇒ Glycerophosphoglycerol,
2867,G3PItex,G3PItex_reverse,Sn-Glycero-3-phospho-1-inositol ⇒ Sn-Glycero-3-phospho-1-inositol,
2868,G3PStex,G3PStex_reverse,Glycerophosphoserine ⇒ Glycerophosphoserine,
2869,G6PDH2r,G6PDH2r_reverse,"6-phospho-D-glucono-1,5-lactone + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ D-Glucose 6-phosphate + Nicotinamide adenine dinucleotide phosphate",1.1.1.49
2870,G6Ptex,G6Ptex_reverse,D-Glucose 6-phosphate ⇒ D-Glucose 6-phosphate,
2871,GAL1Ptex,GAL1Ptex_reverse,Alpha-D-Galactose 1-phosphate ⇒ Alpha-D-Galactose 1-phosphate,
2872,GALBDtex,GALBDtex_reverse,Beta D-Galactose ⇒ Beta D-Galactose,
2873,GALCTNLtex,GALCTNLtex_reverse,L-Galactonate ⇒ L-Galactonate,
2874,GALCTNtex,GALCTNtex_reverse,D-Galactonate ⇒ D-Galactonate,
2875,GALCTt2rpp,GALCTt2rpp_reverse,D-Galactarate + H+ ⇒ D-Galactarate + H+,
2876,GALCTtex,GALCTtex_reverse,D-Galactarate ⇒ D-Galactarate,
2877,GALKr,GALKr_reverse,ADP + Alpha-D-Galactose 1-phosphate + H+ ⇒ ATP + D-Galactose,2.7.1.6
2878,GALTtex,GALTtex_reverse,Galactitol ⇒ Galactitol,
2879,GALURt2rpp,GALURt2rpp_reverse,D-Galacturonate + H+ ⇒ D-Galacturonate + H+,
2880,GALURtex,GALURtex_reverse,D-Galacturonate ⇒ D-Galacturonate,
2881,GALtex,GALtex_reverse,D-Galactose ⇒ D-Galactose,
2882,GAMAN6Ptex,GAMAN6Ptex_reverse,D-Glucosamine 6-phosphate ⇒ D-Glucosamine 6-phosphate,
2883,GAMtex,GAMtex_reverse,D-Glucosamine ⇒ D-Glucosamine,
2884,GAPD,GAPD_reverse,3-Phospho-D-glyceroyl phosphate + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ Glyceraldehyde 3-phosphate + Nicotinamide adenine dinucleotide + Phosphate,1.2.1.59
2885,GARFT,GARFT_reverse,"N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide + H+ + 5,6,7,8-Tetrahydrofolate ⇒ 10-Formyltetrahydrofolate + N1-(5-Phospho-D-ribosyl)glycinamide",2.1.2.2
2886,GBBTNtex,GBBTNtex_reverse,Gamma-butyrobetaine ⇒ Gamma-butyrobetaine,
2887,GDPtex,GDPtex_reverse,GDP ⇒ GDP,
2888,GGGABADr,GGGABADr_reverse,Gamma-glutamyl-gamma aminobutyric acid + 2.0 H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Gamma-glutamyl-gamma-butyraldehyde + H2O + Nicotinamide adenine dinucleotide phosphate,1.2.1.-
2889,GHBDHx,GHBDHx_reverse,Gamma-hydroxybutyrate + Nicotinamide adenine dinucleotide ⇒ H+ + Nicotinamide adenine dinucleotide - reduced + Succinic semialdehyde,1.1.1.61
2890,GHMT2r,GHMT2r_reverse,"Glycine + H2O + 5,10-Methylenetetrahydrofolate ⇒ L-Serine + 5,6,7,8-Tetrahydrofolate",2.1.2.1
2891,GK1,GK1_reverse,ADP + GDP ⇒ ATP + GMP,2.7.4.8
2892,GLCATr,GLCATr_reverse,6-Acetyl-D-glucose + Coenzyme A ⇒ Acetyl-CoA + D-Glucose,
2893,GLCNt2rpp,GLCNt2rpp_reverse,D-Gluconate + H+ ⇒ D-Gluconate + H+,
2894,GLCNtex,GLCNtex_reverse,D-Gluconate ⇒ D-Gluconate,
2895,GLCRt2rpp,GLCRt2rpp_reverse,D-Glucarate + H+ ⇒ D-Glucarate + H+,
2896,GLCRtex,GLCRtex_reverse,D-Glucarate ⇒ D-Glucarate,
2897,GLCUR1Ptex,GLCUR1Ptex_reverse,D-Glucuronate 1-phosphate ⇒ D-Glucuronate 1-phosphate,
2898,GLCURt2rpp,GLCURt2rpp_reverse,D-Glucuronate + H+ ⇒ D-Glucuronate + H+,
2899,GLCURtex,GLCURtex_reverse,D-Glucuronate ⇒ D-Glucuronate,
2900,GLCtex_copy1,GLCtex_copy1_reverse,D-Glucose ⇒ D-Glucose,
2901,GLNtex,GLNtex_reverse,L-Glutamine ⇒ L-Glutamine,
2902,GLTPD,GLTPD_reverse,H+ + Nicotinamide adenine dinucleotide - reduced + D-Tagatose 6-phosphate ⇒ Galactitol 1-phosphate + Nicotinamide adenine dinucleotide,1.1.1.M6
2903,GLUABUTt7pp,GLUABUTt7pp_reverse,4-Aminobutanoate + L-Glutamate ⇒ 4-Aminobutanoate + L-Glutamate,
2904,GLUDy,GLUDy_reverse,2-Oxoglutarate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Ammonium ⇒ L-Glutamate + H2O + Nicotinamide adenine dinucleotide phosphate,1.4.1.4
2905,GLUR,GLUR_reverse,L-Glutamate ⇒ D-Glutamate,5.1.1.3
2906,GLUt2rpp,GLUt2rpp_reverse,L-Glutamate + H+ ⇒ L-Glutamate + H+,
2907,GLUtex,GLUtex_reverse,L-Glutamate ⇒ L-Glutamate,
2908,GLYALDtex,GLYALDtex_reverse,D-Glyceraldehyde ⇒ D-Glyceraldehyde,
2909,GLYALDtpp,GLYALDtpp_reverse,D-Glyceraldehyde ⇒ D-Glyceraldehyde,
2910,GLYAT,GLYAT_reverse,L-2-Amino-3-oxobutanoate + Coenzyme A ⇒ Acetyl-CoA + Glycine,2.3.1.37
2911,GLYBtex,GLYBtex_reverse,Glycine betaine ⇒ Glycine betaine,
2912,GLYC2Ptex,GLYC2Ptex_reverse,Glycerol 2-phosphate ⇒ Glycerol 2-phosphate,
2913,GLYC3Ptex,GLYC3Ptex_reverse,Glycerol 3-phosphate ⇒ Glycerol 3-phosphate,
2914,GLYCAt2rpp,GLYCAt2rpp_reverse,(R)-Glycerate + H+ ⇒ (R)-Glycerate + H+,
2915,GLYCAtex,GLYCAtex_reverse,(R)-Glycerate ⇒ (R)-Glycerate,
2916,GLYCLTt2rpp,GLYCLTt2rpp_reverse,Glycolate + H+ ⇒ Glycolate + H+,
2917,GLYCLTtex,GLYCLTtex_reverse,Glycolate ⇒ Glycolate,
2918,GLYCtex,GLYCtex_reverse,Glycerol ⇒ Glycerol,
2919,GLYCtpp,GLYCtpp_reverse,Glycerol ⇒ Glycerol,
2920,GLYt2pp_copy2,GLYt2pp_copy2_reverse,Glycine + H+ ⇒ Glycine + H+,
2921,GLYtex,GLYtex_reverse,Glycine ⇒ Glycine,
2922,GMPtex,GMPtex_reverse,GMP ⇒ GMP,
2923,GSNtex,GSNtex_reverse,Guanosine ⇒ Guanosine,
2924,GTHOXtex,GTHOXtex_reverse,Oxidized glutathione ⇒ Oxidized glutathione,
2925,GTHOr,GTHOr_reverse,2.0 Reduced glutathione + Nicotinamide adenine dinucleotide phosphate ⇒ Oxidized glutathione + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,1.8.1.7
2926,GTHRDtex,GTHRDtex_reverse,Reduced glutathione ⇒ Reduced glutathione,
2927,GTPtex,GTPtex_reverse,GTP ⇒ GTP,
2928,GUAtex,GUAtex_reverse,Guanine ⇒ Guanine,
2929,GUAtpp,GUAtpp_reverse,Guanine ⇒ Guanine,
2930,GUI1,GUI1_reverse,D-Fructuronate ⇒ D-Glucuronate,5.3.1.12
2931,GUI2,GUI2_reverse,D-Tagaturonate ⇒ D-Galacturonate,
2932,H2O2tex,H2O2tex_reverse,Hydrogen peroxide ⇒ Hydrogen peroxide,
2933,H2Otex,H2Otex_reverse,H2O ⇒ H2O,
2934,H2Otpp,H2Otpp_reverse,H2O ⇒ H2O,
2935,H2Stex,H2Stex_reverse,Hydrogen sulfide ⇒ Hydrogen sulfide,
2936,H2tex,H2tex_reverse,H2 ⇒ H2,
2937,H2tpp,H2tpp_reverse,H2 ⇒ H2,
2938,HACD1,HACD1_reverse,(S)-3-Hydroxybutanoyl-CoA + Nicotinamide adenine dinucleotide ⇒ Acetoacetyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.35
2939,HACD2,HACD2_reverse,(S)-3-Hydroxyhexanoyl-CoA + Nicotinamide adenine dinucleotide ⇒ 3-Oxohexanoyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.35
2940,HACD3,HACD3_reverse,(S)-3-Hydroxyoctanoyl-CoA + Nicotinamide adenine dinucleotide ⇒ 3-Oxooctanoyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.35
2941,HACD4,HACD4_reverse,(S)-3-Hydroxydecanoyl-CoA + Nicotinamide adenine dinucleotide ⇒ 3-Oxodecanoyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.35
2942,HACD5,HACD5_reverse,(S)-3-Hydroxydodecanoyl-CoA + Nicotinamide adenine dinucleotide ⇒ 3-Oxododecanoyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.35
2943,HACD6,HACD6_reverse,(S)-3-Hydroxytetradecanoyl-CoA + Nicotinamide adenine dinucleotide ⇒ 3-Oxotetradecanoyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.35
2944,HACD7,HACD7_reverse,(S)-3-Hydroxyhexadecanoyl-CoA + Nicotinamide adenine dinucleotide ⇒ 3-Oxohexadecanoyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.35
2945,HACD8,HACD8_reverse,(S)-3-Hydroxyoctadecanoyl-CoA + Nicotinamide adenine dinucleotide ⇒ 3-Oxooctadecanoyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced,
2946,HADPCOADH3,HADPCOADH3_reverse,H+ + Nicotinamide adenine dinucleotide - reduced + 3-Oxoadipyl-CoA ⇒ (3S)-3-Hydroxyadipyl-CoA + Nicotinamide adenine dinucleotide,1.1.1.35
2947,HCINNMt2rpp,HCINNMt2rpp_reverse,3-hydroxycinnamic acid + H+ ⇒ 3-hydroxycinnamic acid + H+,
2948,HCINNMtex,HCINNMtex_reverse,3-hydroxycinnamic acid ⇒ 3-hydroxycinnamic acid,
2949,HCO3E,HCO3E_reverse,H+ + Bicarbonate ⇒ CO2 + H2O,4.2.1.1
2950,HEXt2rpp,HEXt2rpp_reverse,H+ + Hexanoate (n-C6:0) ⇒ H+ + Hexanoate (n-C6:0),
2951,HG2tex,HG2tex_reverse,Hg2+ ⇒ Hg2+,
2952,HISt2rpp,HISt2rpp_reverse,H+ + L-Histidine ⇒ H+ + L-Histidine,
2953,HIStex,HIStex_reverse,L-Histidine ⇒ L-Histidine,
2954,HOMtex,HOMtex_reverse,L-Homoserine ⇒ L-Homoserine,
2955,HPPPNt2rpp,HPPPNt2rpp_reverse,3-(3-hydroxy-phenyl)propionate + H+ ⇒ 3-(3-hydroxy-phenyl)propionate + H+,
2956,HPPPNtex,HPPPNtex_reverse,3-(3-hydroxy-phenyl)propionate ⇒ 3-(3-hydroxy-phenyl)propionate,
2957,HPYRI,HPYRI_reverse,2-Hydroxy-3-oxopropanoate ⇒ Hydroxypyruvate,5.3.1.22
2958,HSDy,HSDy_reverse,L-Aspartate 4-semialdehyde + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ L-Homoserine + Nicotinamide adenine dinucleotide phosphate,1.1.1.3
2959,HXAtex,HXAtex_reverse,Hexanoate (n-C6:0) ⇒ Hexanoate (n-C6:0),
2960,HYXNtex,HYXNtex_reverse,Hypoxanthine ⇒ Hypoxanthine,
2961,HYXNtpp,HYXNtpp_reverse,Hypoxanthine ⇒ Hypoxanthine,
2962,Htex,Htex_reverse,H+ ⇒ H+,
2963,ICDHyr,ICDHyr_reverse,2-Oxoglutarate + CO2 + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Isocitrate + Nicotinamide adenine dinucleotide phosphate,1.1.1.42
2964,ICHORS_copy1,ICHORS_copy1_reverse,Isochorismate ⇒ Chorismate,
2965,IDOND,IDOND_reverse,L-Idonate + Nicotinamide adenine dinucleotide ⇒ 5-Dehydro-D-gluconate + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.366
2966,IDONt2rpp,IDONt2rpp_reverse,H+ + L-Idonate ⇒ H+ + L-Idonate,3.6.3
2967,IDONtex,IDONtex_reverse,L-Idonate ⇒ L-Idonate,
2968,ILETA,ILETA_reverse,(S)-3-Methyl-2-oxopentanoate + L-Glutamate ⇒ 2-Oxoglutarate + L-Isoleucine,2.6.1.42
2969,ILEt2rpp,ILEt2rpp_reverse,H+ + L-Isoleucine ⇒ H+ + L-Isoleucine,
2970,ILEtex,ILEtex_reverse,L-Isoleucine ⇒ L-Isoleucine,
2971,IMPC,IMPC_reverse,5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide ⇒ H2O + IMP,3.5.4.10
2972,IMPtex,IMPtex_reverse,IMP ⇒ IMP,
2973,INDOLEt2rpp,INDOLEt2rpp_reverse,H+ + Indole ⇒ H+ + Indole,
2974,INDOLEtex,INDOLEtex_reverse,Indole ⇒ Indole,
2975,INSTtex,INSTtex_reverse,Myo-Inositol ⇒ Myo-Inositol,
2976,INSt2pp_copy2,INSt2pp_copy2_reverse,H+ + Inosine ⇒ H+ + Inosine,
2977,INStex,INStex_reverse,Inosine ⇒ Inosine,
2978,IPDDI,IPDDI_reverse,Dimethylallyl diphosphate ⇒ Isopentenyl diphosphate,5.3.3.2
2979,IPPMIa,IPPMIa_reverse,2-Isopropylmaleate + H2O ⇒ 3-Carboxy-2-hydroxy-4-methylpentanoate,4.2.1.33
2980,IPPMIb,IPPMIb_reverse,3-Carboxy-3-hydroxy-4-methylpentanoate ⇒ 2-Isopropylmaleate + H2O,4.2.1.33
2981,ISETACtex,ISETACtex_reverse,Isethionic acid ⇒ Isethionic acid,
2982,KARA1,KARA1_reverse,"(S)-2-Acetolactate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-2,3-Dihydroxy-3-methylbutanoate + Nicotinamide adenine dinucleotide phosphate",1.1.1.86
2983,KARA2,KARA2_reverse,"(R)-2,3-Dihydroxy-3-methylpentanoate + Nicotinamide adenine dinucleotide phosphate ⇒ (S)-2-Aceto-2-hydroxybutanoate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced",1.1.1.86
2984,Ktex,Ktex_reverse,Potassium ⇒ Potassium,
2985,L_LACt2rpp,L_LACt2rpp_reverse,H+ + L-Lactate ⇒ H+ + L-Lactate,
2986,L_LACtex,L_LACtex_reverse,L-Lactate ⇒ L-Lactate,
2987,LALADGLUtex,LALADGLUtex_reverse,L-alanine-D-glutamate ⇒ L-alanine-D-glutamate,
2988,LALALGLUtex,LALALGLUtex_reverse,L-alanine-L-glutamate ⇒ L-alanine-L-glutamate,
2989,LCARR,LCARR_reverse,"(R)-Propane-1,2-diol + Nicotinamide adenine dinucleotide ⇒ H+ + D-Lactaldehyde + Nicotinamide adenine dinucleotide - reduced",1.1.1.77
2990,LCARS,LCARS_reverse,"(S)-Propane-1,2-diol + Nicotinamide adenine dinucleotide ⇒ H+ + L-Lactaldehyde + Nicotinamide adenine dinucleotide - reduced",1.1.1.77
2991,LCTStex,LCTStex_reverse,Lactose ⇒ Lactose,
2992,LCTStpp,LCTStpp_reverse,H+ + Lactose ⇒ H+ + Lactose,
2993,LDH_D,LDH_D_reverse,H+ + Nicotinamide adenine dinucleotide - reduced + Pyruvate ⇒ D-Lactate + Nicotinamide adenine dinucleotide,1.1.1.28
2994,LEUt2rpp,LEUt2rpp_reverse,H+ + L-Leucine ⇒ H+ + L-Leucine,
2995,LEUtex,LEUtex_reverse,L-Leucine ⇒ L-Leucine,
2996,LIPOtex,LIPOtex_reverse,Lipoate ⇒ Lipoate,
2997,LSERDHr,LSERDHr_reverse,2-Aminomalonate semialdehyde + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Nicotinamide adenine dinucleotide phosphate + L-Serine,1.1.1.276
2998,LYStex,LYStex_reverse,L-Lysine ⇒ L-Lysine,
2999,LYXtex,LYXtex_reverse,L-Lyxose ⇒ L-Lyxose,
3000,M1PD,M1PD_reverse,D-Fructose 6-phosphate + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ D-Mannitol 1-phosphate + Nicotinamide adenine dinucleotide,1.1.1.17
3001,MALDtex,MALDtex_reverse,D-Malate ⇒ D-Malate,
3002,MALTATr,MALTATr_reverse,Acetyl-maltose + Coenzyme A ⇒ Acetyl-CoA + Maltose,2.3.1.79
3003,MALtex,MALtex_reverse,L-Malate ⇒ L-Malate,
3004,MAN6PI,MAN6PI_reverse,D-Fructose 6-phosphate ⇒ D-Mannose 6-phosphate,5.3.1.8
3005,MAN6Ptex,MAN6Ptex_reverse,D-Mannose 6-phosphate ⇒ D-Mannose 6-phosphate,
3006,MANAO,MANAO_reverse,D-Fructuronate + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ D-Mannonate + Nicotinamide adenine dinucleotide,1.1.1.57
3007,MANGLYCtex,MANGLYCtex_reverse,2(alpha-D-Mannosyl)-D-glycerate ⇒ 2(alpha-D-Mannosyl)-D-glycerate,
3008,MANtex,MANtex_reverse,D-Mannose ⇒ D-Mannose,
3009,MCITL2,MCITL2_reverse,Pyruvate + Succinate ⇒ Methylisocitrate,4.1.3.30
3010,MCOATA,MCOATA_reverse,Coenzyme A + Malonyl-[acyl-carrier protein] ⇒ Acyl carrier protein + Malonyl-CoA,2.3.1.86
